id,domain,raw_command,tokens,annotator_boundary_labels,annotator_task_token_labels,notes
CK-3476,ofis_metin_düzenleme,başlığı küçült paragrafı kes boşluk bırak belgeyi yazdır gönder,"[""başlığı"", ""küçült"", ""paragrafı"", ""kes"", ""boşluk"", ""bırak"", ""belgeyi"", ""yazdır"", ""gönder""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK""]","[""KÜÇÜLT"",""KÜÇÜLT"",""KES"",""KES"",""BOŞLUK"",""BOŞLUK"",""YAZDIR"",""YAZDIR"",""GÖNDER""]",
CK-3249,tarayıcı_internet,ana sayfaya gitme raporlar sekmesine geç listeyi kaydır formu gönder,"[""ana"", ""sayfaya"", ""gitme"", ""raporlar"", ""sekmesine"", ""geç"", ""listeyi"", ""kaydır"", ""formu"", ""gönder""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""KAYDIR"",""KAYDIR"",""GÖNDER"",""GÖNDER""]",
CK-2618,temel_bilgisayar,bu uyarı sürekli çıkıyor ya ayrıntılarına tıkla,"[""bu"", ""uyarı"", ""sürekli"", ""çıkıyor"", ""ya"", ""ayrıntılarına"", ""tıkla""]","[""O"",""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""O"",""TIKLA"",""TIKLA""]",
CK-2431,tarayıcı_internet,Google sonuçlarında biraz aşağı kaydır akademik olan bağlantıyı aç,"[""Google"", ""sonuçlarında"", ""biraz"", ""aşağı"", ""kaydır"", ""akademik"", ""olan"", ""bağlantıyı"", ""aç""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""KAYDIR"",""KAYDIR"",""KAYDIR"",""KAYDIR"",""KAYDIR"",""AÇ"",""AÇ"",""AÇ"",""AÇ""]",
CK-3487,dosya_yazılım_geliştirme,hata satırını kes dosyayı kaydet,"[""hata"", ""satırını"", ""kes"", ""dosyayı"", ""kaydet""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""KES"",""KES"",""KES"",""KAYDET"",""KAYDET""]",
CK-3263,ofis_metin_düzenleme,renk değiştirme tabloyu seç kopyala alta yapıştır kaydet,"[""renk"", ""değiştirme"", ""tabloyu"", ""seç"", ""kopyala"", ""alta"", ""yapıştır"", ""kaydet""]","[""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""B-TASK"",""I-TASK"",""B-TASK""]","[""O"",""O"",""SEÇ"",""SEÇ"",""KOPYALA"",""YAPIŞTIR"",""YAPIŞTIR"",""KAYDET""]",
CK-3363,ofis_metin_düzenleme,tablo başlığını yaz sonra enter bas,"[""tablo"", ""başlığını"", ""yaz"", ""sonra"", ""enter"", ""bas""]","[""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""YAZ"",""YAZ"",""YAZ"",""O"",""ENTER"",""ENTER""]",
CK-3591,dosya_yazılım_geliştirme,deployment arşivini indir proje dizinine yükle,"[""deployment"", ""arşivini"", ""indir"", ""proje"", ""dizinine"", ""yükle""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""İNDİR"",""İNDİR"",""İNDİR"",""YÜKLE"",""YÜKLE"",""YÜKLE""]",
CK-1481,temel_bilgisayar,ya bi şu pencereyi küçült sonra görev çubuğuna dön,"[""ya"", ""bi"", ""şu"", ""pencereyi"", ""küçült"", ""sonra"", ""görev"", ""çubuğuna"", ""dön""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""KÜÇÜLT"",""KÜÇÜLT"",""KÜÇÜLT"",""O"",""GEÇ"",""GEÇ"",""GEÇ""]",
CK-3780,tarayıcı_internet,sekmeyi yenilemeden adres çubuğuna yeni sorguyu yaz,"[""sekmeyi"", ""yenilemeden"", ""adres"", ""çubuğuna"", ""yeni"", ""sorguyu"", ""yaz""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""YAZ"",""YAZ"",""YAZ"",""YAZ"",""YAZ""]",
CK-2524,temel_bilgisayar,sağ alttaki pil simgesine tıkla güç modunu seç tasarrufu artır,"[""sağ"", ""alttaki"", ""pil"", ""simgesine"", ""tıkla"", ""güç"", ""modunu"", ""seç"", ""tasarrufu"", ""artır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""TIKLA"",""TIKLA"",""TIKLA"",""TIKLA"",""TIKLA"",""SEÇ"",""SEÇ"",""SEÇ"",""ARTIR"",""ARTIR""]",
CK-3726,temel_bilgisayar,masaüstündeki dağınık simgeleri ada göre sırala,"[""masaüstündeki"", ""dağınık"", ""simgeleri"", ""ada"", ""göre"", ""sırala""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""DİĞER"",""DİĞER"",""DİĞER"",""DİĞER"",""DİĞER"",""DİĞER""]",
CK-3878,dosya_yazılım_geliştirme,package-lock dosyasını silme sadece eski kopyasını oluştur,"[""package-lock"", ""dosyasını"", ""silme"", ""sadece"", ""eski"", ""kopyasını"", ""oluştur""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR""]",
CK-2063,ofis_metin_düzenleme,kaynakça bölümünü aç eksik doi satırını bul doi bilgisini yaz,"[""kaynakça"", ""bölümünü"", ""aç"", ""eksik"", ""doi"", ""satırını"", ""bul"", ""doi"", ""bilgisini"", ""yaz""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""BUL"",""BUL"",""BUL"",""BUL"",""YAZ"",""YAZ"",""YAZ""]",
CK-3652,dosya_yazılım_geliştirme,proje loglarında timeout hatasını ara,"[""proje"", ""loglarında"", ""timeout"", ""hatasını"", ""ara""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""ARA"",""ARA"",""ARA"",""ARA"",""ARA""]",
CK-2031,tarayıcı_internet,pdfde üçüncü sayfaya kaydır imza alanını bul görünümü büyüt,"[""pdfde"", ""üçüncü"", ""sayfaya"", ""kaydır"", ""imza"", ""alanını"", ""bul"", ""görünümü"", ""büyüt""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""KAYDIR"",""KAYDIR"",""KAYDIR"",""KAYDIR"",""BUL"",""BUL"",""BUL"",""BÜYÜT"",""BÜYÜT""]",
CK-2072,ofis_metin_düzenleme,hücre aralığını seç sıralamayı uygula filtre değerini değiştir,"[""hücre"", ""aralığını"", ""seç"", ""sıralamayı"", ""uygula"", ""filtre"", ""değerini"", ""değiştir""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""SEÇ"",""DİĞER"",""DİĞER"",""DEĞİŞTİR"",""DEĞİŞTİR"",""DEĞİŞTİR""]",
CK-1431,temel_bilgisayar,klasörü açma yok hayır klasörü seç klasörü yeniden adlandır,"[""klasörü"", ""açma"", ""yok"", ""hayır"", ""klasörü"", ""seç"", ""klasörü"", ""yeniden"", ""adlandır""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""SEÇ"",""SEÇ"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR""]",
CK-2728,tarayıcı_internet,makale sayfasında tabloya kadar in,"[""makale"", ""sayfasında"", ""tabloya"", ""kadar"", ""in""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""KAYDIR"",""KAYDIR"",""KAYDIR"",""KAYDIR"",""KAYDIR""]",
CK-2455,ofis_metin_düzenleme,PowerPoint'te sağdaki görseli seç biraz sola taşı boyutunu küçült,"[""PowerPoint'te"", ""sağdaki"", ""görseli"", ""seç"", ""biraz"", ""sola"", ""taşı"", ""boyutunu"", ""küçült""]","[""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""SEÇ"",""SEÇ"",""SEÇ"",""TAŞI"",""TAŞI"",""TAŞI"",""KÜÇÜLT"",""KÜÇÜLT""]",
CK-3633,tarayıcı_internet,adres satırını seç eski adresi sil yeni adresi yaz,"[""adres"", ""satırını"", ""seç"", ""eski"", ""adresi"", ""sil"", ""yeni"", ""adresi"", ""yaz""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""SEÇ"",""SİL"",""SİL"",""SİL"",""YAZ"",""YAZ"",""YAZ""]",
CK-2531,tarayıcı_internet,yeni sekme aç site adresini yapıştır enter bas sayfayı aşağı kaydır,"[""yeni"", ""sekme"", ""aç"", ""site"", ""adresini"", ""yapıştır"", ""enter"", ""bas"", ""sayfayı"", ""aşağı"", ""kaydır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YAPIŞTIR"",""YAPIŞTIR"",""YAPIŞTIR"",""ENTER"",""ENTER"",""KAYDIR"",""KAYDIR"",""KAYDIR""]",
CK-1374,dosya_yazılım_geliştirme,terminal aç pytest yaz enter bas hatayı bul kopyala,"[""terminal"", ""aç"", ""pytest"", ""yaz"", ""enter"", ""bas"", ""hatayı"", ""bul"", ""kopyala""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK""]","[""AÇ"",""AÇ"",""YAZ"",""YAZ"",""ENTER"",""ENTER"",""BUL"",""BUL"",""KOPYALA""]",
CK-2371,ofis_metin_düzenleme,ııı şu kaynakça başlığını bul altındaki paragrafı seç kopyala,"[""ııı"", ""şu"", ""kaynakça"", ""başlığını"", ""bul"", ""altındaki"", ""paragrafı"", ""seç"", ""kopyala""]","[""O"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK""]","[""O"",""BUL"",""BUL"",""BUL"",""BUL"",""SEÇ"",""SEÇ"",""SEÇ"",""KOPYALA""]",
CK-3723,temel_bilgisayar,ekran parlaklığını düşürme gece ışığını aç,"[""ekran"", ""parlaklığını"", ""düşürme"", ""gece"", ""ışığını"", ""aç""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""AÇ"",""AÇ"",""AÇ""]",
CK-3121,dosya_yazılım_geliştirme,taşımayalım ya sadece dosya adını değiştir,"[""taşımayalım"", ""ya"", ""sadece"", ""dosya"", ""adını"", ""değiştir""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR""]",
CK-2119,temel_bilgisayar,bluetoothu kapat yok hayır wifi panelini aç ev ağını seç bağlan düğmesine tıkla,"[""bluetoothu"", ""kapat"", ""yok"", ""hayır"", ""wifi"", ""panelini"", ""aç"", ""ev"", ""ağını"", ""seç"", ""bağlan"", ""düğmesine"", ""tıkla""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""TIKLA"",""TIKLA"",""TIKLA""]",
CK-1723,ofis_metin_düzenleme,yorumları kabul etme vazgeç yorumlar panelini aç ilk yorumu seç,"[""yorumları"", ""kabul"", ""etme"", ""vazgeç"", ""yorumlar"", ""panelini"", ""aç"", ""ilk"", ""yorumu"", ""seç""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ""]",
CK-2305,temel_bilgisayar,dosya penceresine geçip sol listedeki belgeler klasörünü açarak son dosyayı seç,"[""dosya"", ""penceresine"", ""geçip"", ""sol"", ""listedeki"", ""belgeler"", ""klasörünü"", ""açarak"", ""son"", ""dosyayı"", ""seç""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""GEÇ"",""GEÇ"",""GEÇ"",""AÇ"",""AÇ"",""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ""]",
CK-1205,temel_bilgisayar,dosyya gezginini aç indirmelere git pdfyi bul ve aç,"[""dosyya"", ""gezginini"", ""aç"", ""indirmelere"", ""git"", ""pdfyi"", ""bul"", ""ve"", ""aç""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""O"",""B-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""GİT"",""GİT"",""BUL"",""BUL"",""O"",""AÇ""]",
CK-2284,dosya_yazılım_geliştirme,Git panelini aç değişen dosyayı seç commit mesajına ilk sürüm yaz,"[""Git"", ""panelini"", ""aç"", ""değişen"", ""dosyayı"", ""seç"", ""commit"", ""mesajına"", ""ilk"", ""sürüm"", ""yaz""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""YAZ"",""YAZ"",""YAZ"",""YAZ"",""YAZ""]",
CK-1774,tarayıcı_internet,site sertifikasını açıp ayrıntılar sekmesine geçerek bilgiyi kopyala,"[""site"", ""sertifikasını"", ""açıp"", ""ayrıntılar"", ""sekmesine"", ""geçerek"", ""bilgiyi"", ""kopyala""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""KOPYALA"",""KOPYALA""]",
CK-1834,temel_bilgisayar,bu klasörü seçip yedek dizinine taşı,"[""bu"", ""klasörü"", ""seçip"", ""yedek"", ""dizinine"", ""taşı""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""SEÇ"",""TAŞI"",""TAŞI"",""TAŞI""]",
CK-1334,ofis_metin_düzenleme,slayttaki simgeyi seçip büyüterek üst köşeye taşı,"[""slayttaki"", ""simgeyi"", ""seçip"", ""büyüterek"", ""üst"", ""köşeye"", ""taşı""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""SEÇ"",""BÜYÜT"",""TAŞI"",""TAŞI"",""TAŞI""]",
CK-3331,tarayıcı_internet,arama motorunda erişilebilir tasarım ara,"[""arama"", ""motorunda"", ""erişilebilir"", ""tasarım"", ""ara""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""ARA"",""ARA"",""ARA"",""ARA"",""ARA""]",
CK-3046,dosya_yazılım_geliştirme,zip paketini indirir misin sonra downloads klasörüne taşı,"[""zip"", ""paketini"", ""indirir"", ""misin"", ""sonra"", ""downloads"", ""klasörüne"", ""taşı""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""İNDİR"",""İNDİR"",""İNDİR"",""İNDİR"",""O"",""TAŞI"",""TAŞI"",""TAŞI""]",
CK-2324,temel_bilgisayar,şuradaki takvim bildirimini aç toplantı bağlantısını kopyala bildirimi kapat,"[""şuradaki"", ""takvim"", ""bildirimini"", ""aç"", ""toplantı"", ""bağlantısını"", ""kopyala"", ""bildirimi"", ""kapat""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""AÇ"",""KOPYALA"",""KOPYALA"",""KOPYALA"",""KAPAT"",""KAPAT""]",
CK-3033,tarayıcı_internet,yan sekmeye geçelim mi sonra bir yenilesene,"[""yan"", ""sekmeye"", ""geçelim"", ""mi"", ""sonra"", ""bir"", ""yenilesene""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""O"",""YİNELE"",""YİNELE""]",
CK-3730,temel_bilgisayar,açık pencereyi tam ekran yapma sadece biraz büyüt,"[""açık"", ""pencereyi"", ""tam"", ""ekran"", ""yapma"", ""sadece"", ""biraz"", ""büyüt""]","[""O"",""O"",""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""O"",""O"",""BÜYÜT"",""BÜYÜT""]",
CK-2904,temel_bilgisayar,pencereyi büyüt yok yok şimdilik küçültelim,"[""pencereyi"", ""büyüt"", ""yok"", ""yok"", ""şimdilik"", ""küçültelim""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""KÜÇÜLT"",""KÜÇÜLT""]",
CK-3492,dosya_yazılım_geliştirme,satırı kes dosyayı kaydet repoya yükle,"[""satırı"", ""kes"", ""dosyayı"", ""kaydet"", ""repoya"", ""yükle""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""KES"",""KES"",""KAYDET"",""KAYDET"",""YÜKLE"",""YÜKLE""]",
CK-1266,tarayıcı_internet,dosyayı indir şey yok hedef klasörü seç dosyayı indir,"[""dosyayı"", ""indir"", ""şey"", ""yok"", ""hedef"", ""klasörü"", ""seç"", ""dosyayı"", ""indir""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""SEÇ"",""SEÇ"",""SEÇ"",""İNDİR"",""İNDİR""]",
CK-2962,dosya_yazılım_geliştirme,dosyayı silme sakın log dosyasını aç timeout hatası ara sonucu kopyala,"[""dosyayı"", ""silme"", ""sakın"", ""log"", ""dosyasını"", ""aç"", ""timeout"", ""hatası"", ""ara"", ""sonucu"", ""kopyala""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""AÇ"",""AÇ"",""AÇ"",""ARA"",""ARA"",""ARA"",""KOPYALA"",""KOPYALA""]",
CK-1420,temel_bilgisayar,dosyya yolunu seç koypala çalıştır penceresine yapıştr,"[""dosyya"", ""yolunu"", ""seç"", ""koypala"", ""çalıştır"", ""penceresine"", ""yapıştr""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""SEÇ"",""KOPYALA"",""YAPIŞTIR"",""YAPIŞTIR"",""YAPIŞTIR""]",
CK-2833,tarayıcı_internet,sekme kapatma yeni sekme aç arama kutusunda rapor ara,"[""sekme"", ""kapatma"", ""yeni"", ""sekme"", ""aç"", ""arama"", ""kutusunda"", ""rapor"", ""ara""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""ARA"",""ARA"",""ARA"",""ARA""]",
CK-1583,ofis_metin_düzenleme,ııı grafiği seç biraz küçült kaydet hadi,"[""ııı"", ""grafiği"", ""seç"", ""biraz"", ""küçült"", ""kaydet"", ""hadi""]","[""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""O""]","[""O"",""SEÇ"",""SEÇ"",""KÜÇÜLT"",""KÜÇÜLT"",""KAYDET"",""O""]",
CK-2023,temel_bilgisayar,klasörü kapatma dur klasör adını toplantı yap klasörü belgeler içine taşı,"[""klasörü"", ""kapatma"", ""dur"", ""klasör"", ""adını"", ""toplantı"", ""yap"", ""klasörü"", ""belgeler"", ""içine"", ""taşı""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""TAŞI"",""TAŞI"",""TAŞI"",""TAŞI""]",
CK-1901,temel_bilgisayar,alternatif giriş ayarını aç anahtar tarama modunu seç aç,"[""alternatif"", ""giriş"", ""ayarını"", ""aç"", ""anahtar"", ""tarama"", ""modunu"", ""seç"", ""aç""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""AÇ""]",
CK-1391,temel_bilgisayar,ya bi şu pencereyi büyüt sonra sağa al,"[""ya"", ""bi"", ""şu"", ""pencereyi"", ""büyüt"", ""sonra"", ""sağa"", ""al""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""O"",""O"",""BÜYÜT"",""BÜYÜT"",""BÜYÜT"",""O"",""TAŞI"",""TAŞI""]",
CK-1231,ofis_metin_düzenleme,belgeyi açıp giriş bölümüne giderek ilk paragrafı seç,"[""belgeyi"", ""açıp"", ""giriş"", ""bölümüne"", ""giderek"", ""ilk"", ""paragrafı"", ""seç""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""GİT"",""GİT"",""GİT"",""SEÇ"",""SEÇ"",""SEÇ""]",
CK-3090,dosya_yazılım_geliştirme,çıktıyı silme log dosyasını aç son hatayı bul o satırı seç,"[""çıktıyı"", ""silme"", ""log"", ""dosyasını"", ""aç"", ""son"", ""hatayı"", ""bul"", ""o"", ""satırı"", ""seç""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""AÇ"",""AÇ"",""AÇ"",""BUL"",""BUL"",""BUL"",""SEÇ"",""SEÇ"",""SEÇ""]",
CK-3178,ofis_metin_düzenleme,başlığı büyütme ilgili kelimeyi bul cümleyi seç kes kaydet,"[""başlığı"", ""büyütme"", ""ilgili"", ""kelimeyi"", ""bul"", ""cümleyi"", ""seç"", ""kes"", ""kaydet""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""B-TASK""]","[""O"",""O"",""BUL"",""BUL"",""BUL"",""SEÇ"",""SEÇ"",""KES"",""KAYDET""]",
CK-2975,tarayıcı_internet,yeni sekme açalım dergi sayfasına gidelim son sayıyı indirelim indirme uyarısını kapatalım,"[""yeni"", ""sekme"", ""açalım"", ""dergi"", ""sayfasına"", ""gidelim"", ""son"", ""sayıyı"", ""indirelim"", ""indirme"", ""uyarısını"", ""kapatalım""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""GİT"",""GİT"",""GİT"",""İNDİR"",""İNDİR"",""İNDİR"",""KAPAT"",""KAPAT"",""KAPAT""]",
CK-1574,ofis_metin_düzenleme,slaytı seçerek çoğaltıp en başa taşı,"[""slaytı"", ""seçerek"", ""çoğaltıp"", ""en"", ""başa"", ""taşı""]","[""B-TASK"",""I-TASK"",""B-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""KOPYALA"",""TAŞI"",""TAŞI"",""TAŞI""]",
CK-2203,temel_bilgisayar,ya şu sağdaki pencereyi seç ekran okuyucuyu aç bir de sesi biraz artır,"[""ya"", ""şu"", ""sağdaki"", ""pencereyi"", ""seç"", ""ekran"", ""okuyucuyu"", ""aç"", ""bir"", ""de"", ""sesi"", ""biraz"", ""artır""]","[""O"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""SEÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""AÇ"",""AÇ"",""AÇ"",""O"",""O"",""ARTIR"",""ARTIR"",""ARTIR""]",
CK-3398,dosya_yazılım_geliştirme,hata satırını seç kopyala arama alanına yapıştır ara,"[""hata"", ""satırını"", ""seç"", ""kopyala"", ""arama"", ""alanına"", ""yapıştır"", ""ara""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK""]","[""SEÇ"",""SEÇ"",""SEÇ"",""KOPYALA"",""YAPIŞTIR"",""YAPIŞTIR"",""YAPIŞTIR"",""ARA""]",
CK-2227,temel_bilgisayar,tamam bu pencere kalsın diğer monitördeki tarafa geç oradaki ayarlar kutusunu kapat,"[""tamam"", ""bu"", ""pencere"", ""kalsın"", ""diğer"", ""monitördeki"", ""tarafa"", ""geç"", ""oradaki"", ""ayarlar"", ""kutusunu"", ""kapat""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""GEÇ"",""GEÇ"",""GEÇ"",""GEÇ"",""KAPAT"",""KAPAT"",""KAPAT"",""KAPAT""]",
