id,domain,raw_command,tokens,annotator_boundary_labels,annotator_task_token_labels,notes
CK-3127,temel_bilgisayar,pencereyi kapatma sesi artır bildirimi kapat,"[""pencereyi"", ""kapatma"", ""sesi"", ""artır"", ""bildirimi"", ""kapat""]",,,
CK-2662,ofis_metin_düzenleme,PDF formunda imza alanına git tarih kutusunu seç bugünün tarihini yaz,"[""PDF"", ""formunda"", ""imza"", ""alanına"", ""git"", ""tarih"", ""kutusunu"", ""seç"", ""bugünün"", ""tarihini"", ""yaz""]",,,
CK-1560,tarayıcı_internet,postaya git yeni ileti oluştur alıcı yaz gönder,"[""postaya"", ""git"", ""yeni"", ""ileti"", ""oluştur"", ""alıcı"", ""yaz"", ""gönder""]",,,
CK-2242,tarayıcı_internet,formu doldururken ad alanını seçip Ali yaz soyad alanına geçip Yılmaz yaz,"[""formu"", ""doldururken"", ""ad"", ""alanını"", ""seçip"", ""Ali"", ""yaz"", ""soyad"", ""alanına"", ""geçip"", ""Yılmaz"", ""yaz""]",,,
CK-3347,tarayıcı_internet,adres çubuğuna geç eski adresi seç kes yeni adresi yapıştır,"[""adres"", ""çubuğuna"", ""geç"", ""eski"", ""adresi"", ""seç"", ""kes"", ""yeni"", ""adresi"", ""yapıştır""]",,,
CK-3167,temel_bilgisayar,masaüstüne geç arama kutusuna tıkla ayarlar yaz enter bas,"[""masaüstüne"", ""geç"", ""arama"", ""kutusuna"", ""tıkla"", ""ayarlar"", ""yaz"", ""enter"", ""bas""]",,,
CK-3195,tarayıcı_internet,geri dönme önceki sekmeye geç sayfayı yenile erişim ara bağlantıya tıkla pdfi indir,"[""geri"", ""dönme"", ""önceki"", ""sekmeye"", ""geç"", ""sayfayı"", ""yenile"", ""erişim"", ""ara"", ""bağlantıya"", ""tıkla"", ""pdfi"", ""indir""]",,,
CK-3840,ofis_metin_düzenleme,tablo başlığını kesip sayfanın üstüne yapıştır,"[""tablo"", ""başlığını"", ""kesip"", ""sayfanın"", ""üstüne"", ""yapıştır""]",,,
CK-2945,dosya_yazılım_geliştirme,kodu silme gereksiz bloğu kes dosyayı kaydet,"[""kodu"", ""silme"", ""gereksiz"", ""bloğu"", ""kes"", ""dosyayı"", ""kaydet""]",,,
CK-1619,tarayıcı_internet,gogıl takvim aç etkinliği bul katıl düğmesine tıkla,"[""gogıl"", ""takvim"", ""aç"", ""etkinliği"", ""bul"", ""katıl"", ""düğmesine"", ""tıkla""]",,,
CK-3680,dosya_yazılım_geliştirme,terminalde git pull yaz enter bas çakışma dosyasını bul çıktıyı yazdır,"[""terminalde"", ""git"", ""pull"", ""yaz"", ""enter"", ""bas"", ""çakışma"", ""dosyasını"", ""bul"", ""çıktıyı"", ""yazdır""]",,,
CK-2395,dosya_yazılım_geliştirme,çakışma dosyasını aç benim sürümümü seç değişiklikleri kaydet,"[""çakışma"", ""dosyasını"", ""aç"", ""benim"", ""sürümümü"", ""seç"", ""değişiklikleri"", ""kaydet""]",,,
CK-3139,ofis_metin_düzenleme,bunu seçmeden önce terimi ara bulduğunu kopyala,"[""bunu"", ""seçmeden"", ""önce"", ""terimi"", ""ara"", ""bulduğunu"", ""kopyala""]",,,
CK-2406,temel_bilgisayar,şu bilgisayarın köşesindeki klasörü aç içindekilerden raporu seç,"[""şu"", ""bilgisayarın"", ""köşesindeki"", ""klasörü"", ""aç"", ""içindekilerden"", ""raporu"", ""seç""]",,,
CK-3093,temel_bilgisayar,ekranı kapatma uygulamaya geç pencereyi büyüt sesi azalt uyarıyı kapat ve enter bas,"[""ekranı"", ""kapatma"", ""uygulamaya"", ""geç"", ""pencereyi"", ""büyüt"", ""sesi"", ""azalt"", ""uyarıyı"", ""kapat"", ""ve"", ""enter"", ""bas""]",,,
CK-1473,temel_bilgisayar,dosyayı seçip keserek yedek klasörüne yapıştır,"[""dosyayı"", ""seçip"", ""keserek"", ""yedek"", ""klasörüne"", ""yapıştır""]",,,
CK-2657,tarayıcı_internet,okuma modunu aç yazı boyutunu artır sayfayı yukarı kaydır,"[""okuma"", ""modunu"", ""aç"", ""yazı"", ""boyutunu"", ""artır"", ""sayfayı"", ""yukarı"", ""kaydır""]",,,
CK-2092,dosya_yazılım_geliştirme,kod bloğunu seçip keserek yardımcı dosyaya yapıştır,"[""kod"", ""bloğunu"", ""seçip"", ""keserek"", ""yardımcı"", ""dosyaya"", ""yapıştır""]",,,
CK-2871,temel_bilgisayar,dosyayı silme klasörü aç dosyayı seç kopyala kapat,"[""dosyayı"", ""silme"", ""klasörü"", ""aç"", ""dosyayı"", ""seç"", ""kopyala"", ""kapat""]",,,
CK-2134,tarayıcı_internet,indirme sayfasını aç en son indirilen dosyayı seç klasörde göster düğmesine tıkla,"[""indirme"", ""sayfasını"", ""aç"", ""en"", ""son"", ""indirilen"", ""dosyayı"", ""seç"", ""klasörde"", ""göster"", ""düğmesine"", ""tıkla""]",,,
CK-1228,dosya_yazılım_geliştirme,src klasörüne git api dosyasını bul aç endpoint değiştir,"[""src"", ""klasörüne"", ""git"", ""api"", ""dosyasını"", ""bul"", ""aç"", ""endpoint"", ""değiştir""]",,,
CK-2089,dosya_yazılım_geliştirme,ya dosya ağacına geç bi env dosyasını bul sonra dosyayı aç,"[""ya"", ""dosya"", ""ağacına"", ""geç"", ""bi"", ""env"", ""dosyasını"", ""bul"", ""sonra"", ""dosyayı"", ""aç""]",,,
CK-3184,dosya_yazılım_geliştirme,projeyi aç src klasörüne geç yeni dosya oluştur adını api yap,"[""projeyi"", ""aç"", ""src"", ""klasörüne"", ""geç"", ""yeni"", ""dosya"", ""oluştur"", ""adını"", ""api"", ""yap""]",,,
CK-3368,ofis_metin_düzenleme,yeni belge oluştur adını yaz kaydet,"[""yeni"", ""belge"", ""oluştur"", ""adını"", ""yaz"", ""kaydet""]",,,
CK-3292,dosya_yazılım_geliştirme,terminali aç npm run test yaz enter bas,"[""terminali"", ""aç"", ""npm"", ""run"", ""test"", ""yaz"", ""enter"", ""bas""]",,,
CK-1555,temel_bilgisayar,bluetooth ayarını aç cihaz listesini kaydır kulaklığı bul seç,"[""bluetooth"", ""ayarını"", ""aç"", ""cihaz"", ""listesini"", ""kaydır"", ""kulaklığı"", ""bul"", ""seç""]",,,
CK-3861,dosya_yazılım_geliştirme,git commit gönderme sadece değişen dosyaları listele,"[""git"", ""commit"", ""gönderme"", ""sadece"", ""değişen"", ""dosyaları"", ""listele""]",,,
CK-2612,temel_bilgisayar,pano geçmişini aç son metni seç buraya yapıştır,"[""pano"", ""geçmişini"", ""aç"", ""son"", ""metni"", ""seç"", ""buraya"", ""yapıştır""]",,,
CK-3521,temel_bilgisayar,ekran parlaklığını artır ses seviyesini azalt sonra bildirimi kapat,"[""ekran"", ""parlaklığını"", ""artır"", ""ses"", ""seviyesini"", ""azalt"", ""sonra"", ""bildirimi"", ""kapat""]",,,
CK-3381,dosya_yazılım_geliştirme,config dosyasını yeniden adlandır,"[""config"", ""dosyasını"", ""yeniden"", ""adlandır""]",,,
CK-1827,tarayıcı_internet,dosyayı indirme önce hedef klasörü seç sonra indir,"[""dosyayı"", ""indirme"", ""önce"", ""hedef"", ""klasörü"", ""seç"", ""sonra"", ""indir""]",,,
CK-2987,dosya_yazılım_geliştirme,terminalde python app py yaz enter bas çıktıyı kopyala mesaja gönder,"[""terminalde"", ""python"", ""app"", ""py"", ""yaz"", ""enter"", ""bas"", ""çıktıyı"", ""kopyala"", ""mesaja"", ""gönder""]",,,
CK-2121,temel_bilgisayar,ayarlar uygulamasını aç erişilebilirlik bölümüne git imleç boyutunu artır,"[""ayarlar"", ""uygulamasını"", ""aç"", ""erişilebilirlik"", ""bölümüne"", ""git"", ""imleç"", ""boyutunu"", ""artır""]",,,
CK-3351,tarayıcı_internet,yeni sekme aç adres çubuğuna geç siteyi yaz enter bas sayfayı kaydır,"[""yeni"", ""sekme"", ""aç"", ""adres"", ""çubuğuna"", ""geç"", ""siteyi"", ""yaz"", ""enter"", ""bas"", ""sayfayı"", ""kaydır""]",,,
CK-3793,tarayıcı_internet,yanlış sayfa açıldı geri git ve aramayı yinele,"[""yanlış"", ""sayfa"", ""açıldı"", ""geri"", ""git"", ""ve"", ""aramayı"", ""yinele""]",,,
CK-1493,ofis_metin_düzenleme,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,"[""çalışma"", ""sayfasını"", ""aç"", ""ardından"", ""not"", ""sütununu"", ""seç"", ""ve"", ""açıklama"", ""yaz""]",,,
CK-1276,tarayıcı_internet,pdfyi aç sayfada aşağı in tabloyu bul seç,"[""pdfyi"", ""aç"", ""sayfada"", ""aşağı"", ""in"", ""tabloyu"", ""bul"", ""seç""]",,,
CK-1273,ofis_metin_düzenleme,excel aç veri aralığını seç grafik oluştur başlık yaz kaydet,"[""excel"", ""aç"", ""veri"", ""aralığını"", ""seç"", ""grafik"", ""oluştur"", ""başlık"", ""yaz"", ""kaydet""]",,,
CK-2025,temel_bilgisayar,ekran görüntüsü aracını aç dikdörtgen alanı seç görüntüyü kaydet,"[""ekran"", ""görüntüsü"", ""aracını"", ""aç"", ""dikdörtgen"", ""alanı"", ""seç"", ""görüntüyü"", ""kaydet""]",,,
CK-3733,temel_bilgisayar,klasördeki son indirilen öğeyi bul ve klasörde göster,"[""klasördeki"", ""son"", ""indirilen"", ""öğeyi"", ""bul"", ""ve"", ""klasörde"", ""göster""]",,,
CK-2970,temel_bilgisayar,pencereyi büyütsene parlaklığı azalt bir de diğer uygulamaya geç açılır uyarıyı kapat,"[""pencereyi"", ""büyütsene"", ""parlaklığı"", ""azalt"", ""bir"", ""de"", ""diğer"", ""uygulamaya"", ""geç"", ""açılır"", ""uyarıyı"", ""kapat""]",,,
CK-2902,dosya_yazılım_geliştirme,terminali aç komutu yaz enter bas hatayı bul logu kaydet,"[""terminali"", ""aç"", ""komutu"", ""yaz"", ""enter"", ""bas"", ""hatayı"", ""bul"", ""logu"", ""kaydet""]",,,
CK-1701,ofis_metin_düzenleme,vördde değişiklik izini aç kabul edilenleri bul kaydetti,"[""vördde"", ""değişiklik"", ""izini"", ""aç"", ""kabul"", ""edilenleri"", ""bul"", ""kaydetti""]",,,
CK-2577,dosya_yazılım_geliştirme,terminali açma dur mevcut terminale geç npm run test yaz,"[""terminali"", ""açma"", ""dur"", ""mevcut"", ""terminale"", ""geç"", ""npm"", ""run"", ""test"", ""yaz""]",,,
CK-1878,ofis_metin_düzenleme,metni seç kes hedef kutuya yapıştır,"[""metni"", ""seç"", ""kes"", ""hedef"", ""kutuya"", ""yapıştır""]",,,
CK-3789,tarayıcı_internet,açık sekmeleri listele ve içinde başvuru geçeni bul,"[""açık"", ""sekmeleri"", ""listele"", ""ve"", ""içinde"", ""başvuru"", ""geçeni"", ""bul""]",,,
CK-3489,dosya_yazılım_geliştirme,debug panelini kapat buildi yinele,"[""debug"", ""panelini"", ""kapat"", ""buildi"", ""yinele""]",,,
CK-2333,tarayıcı_internet,indirme çubuğunu aç en son inen dosyayı klasörde göster sonra pencereyi küçült,"[""indirme"", ""çubuğunu"", ""aç"", ""en"", ""son"", ""inen"", ""dosyayı"", ""klasörde"", ""göster"", ""sonra"", ""pencereyi"", ""küçült""]",,,
CK-1923,tarayıcı_internet,ya bi şu pdfyi indir sonra indirmeyi yinele ve klasörde göster,"[""ya"", ""bi"", ""şu"", ""pdfyi"", ""indir"", ""sonra"", ""indirmeyi"", ""yinele"", ""ve"", ""klasörde"", ""göster""]",,,
CK-3038,ofis_metin_düzenleme,başlığı seçme ilgili dipnotu bul ve seç,"[""başlığı"", ""seçme"", ""ilgili"", ""dipnotu"", ""bul"", ""ve"", ""seç""]",,,
CK-1426,tarayıcı_internet,pdfyi indir şey yok hedef klasörü seç pdfyi indir,"[""pdfyi"", ""indir"", ""şey"", ""yok"", ""hedef"", ""klasörü"", ""seç"", ""pdfyi"", ""indir""]",,,
CK-2960,ofis_metin_düzenleme,şunu kaydetme henüz tabloyu seç ikinci satırı kes son halini kaydet,"[""şunu"", ""kaydetme"", ""henüz"", ""tabloyu"", ""seç"", ""ikinci"", ""satırı"", ""kes"", ""son"", ""halini"", ""kaydet""]",,,
CK-2886,dosya_yazılım_geliştirme,terminali aç komutu yaz enter bas çıktıyı kopyala,"[""terminali"", ""aç"", ""komutu"", ""yaz"", ""enter"", ""bas"", ""çıktıyı"", ""kopyala""]",,,
CK-1251,ofis_metin_düzenleme,vörd belgesini aç başlığı seç koypala ve kaydetti,"[""vörd"", ""belgesini"", ""aç"", ""başlığı"", ""seç"", ""koypala"", ""ve"", ""kaydetti""]",,,
CK-1914,tarayıcı_internet,dosyayı yükle yok hayır önce açıklama alanına metin yaz sonra dosyayı yükle,"[""dosyayı"", ""yükle"", ""yok"", ""hayır"", ""önce"", ""açıklama"", ""alanına"", ""metin"", ""yaz"", ""sonra"", ""dosyayı"", ""yükle""]",,,
CK-2826,dosya_yazılım_geliştirme,temp klasörünü silme build klasörünü sil,"[""temp"", ""klasörünü"", ""silme"", ""build"", ""klasörünü"", ""sil""]",,,
CK-1333,temel_bilgisayar,dosyayı indirip adı değiştirerek arşiv klasörüne taşı,"[""dosyayı"", ""indirip"", ""adı"", ""değiştirerek"", ""arşiv"", ""klasörüne"", ""taşı""]",,,
CK-1594,dosya_yazılım_geliştirme,kaynak kontrol panelini aç ardından bekleyen dosyaları seç ve commit mesajı yaz,"[""kaynak"", ""kontrol"", ""panelini"", ""aç"", ""ardından"", ""bekleyen"", ""dosyaları"", ""seç"", ""ve"", ""commit"", ""mesajı"", ""yaz""]",,,
CK-3361,ofis_metin_düzenleme,metni kes yeni sayfaya yapıştır,"[""metni"", ""kes"", ""yeni"", ""sayfaya"", ""yapıştır""]",,,
CK-1440,tarayıcı_internet,son maili açma şey yok gelen kutusuna git son maili seç,"[""son"", ""maili"", ""açma"", ""şey"", ""yok"", ""gelen"", ""kutusuna"", ""git"", ""son"", ""maili"", ""seç""]",,,
CK-2708,temel_bilgisayar,görev çubuğundaki pil simgesine tıkla güç tasarrufunu artır,"[""görev"", ""çubuğundaki"", ""pil"", ""simgesine"", ""tıkla"", ""güç"", ""tasarrufunu"", ""artır""]",,,
CK-3108,temel_bilgisayar,şu açık uygulamaya geçsek iyi olur,"[""şu"", ""açık"", ""uygulamaya"", ""geçsek"", ""iyi"", ""olur""]",,,
CK-1678,tarayıcı_internet,video sekmesine geçip kalite menüsünü açarak düşük seç,"[""video"", ""sekmesine"", ""geçip"", ""kalite"", ""menüsünü"", ""açarak"", ""düşük"", ""seç""]",,,
CK-3383,dosya_yazılım_geliştirme,hata satırını seç,"[""hata"", ""satırını"", ""seç""]",,,
CK-2638,tarayıcı_internet,formu gönderme bekle açıklama kutusunu seç kısa not yaz,"[""formu"", ""gönderme"", ""bekle"", ""açıklama"", ""kutusunu"", ""seç"", ""kısa"", ""not"", ""yaz""]",,,
CK-1731,ofis_metin_düzenleme,tablo filtresini sıfırlama yok filtre okunu aç boşları seç,"[""tablo"", ""filtresini"", ""sıfırlama"", ""yok"", ""filtre"", ""okunu"", ""aç"", ""boşları"", ""seç""]",,,
CK-2622,temel_bilgisayar,şu klasörün önizlemesini açmadan önce klasörü seçer misin,"[""şu"", ""klasörün"", ""önizlemesini"", ""açmadan"", ""önce"", ""klasörü"", ""seçer"", ""misin""]",,,
CK-3631,tarayıcı_internet,reklam sekmesini kapatma sağdaki sekmeye geç sayfayı aşağı kaydır,"[""reklam"", ""sekmesini"", ""kapatma"", ""sağdaki"", ""sekmeye"", ""geç"", ""sayfayı"", ""aşağı"", ""kaydır""]",,,
CK-2714,temel_bilgisayar,sağdaki küçük pencereyi büyüterek üste hizala,"[""sağdaki"", ""küçük"", ""pencereyi"", ""büyüterek"", ""üste"", ""hizala""]",,,
CK-2286,dosya_yazılım_geliştirme,terminaldeki son komutu yinele hata çıkarsa çıktıyı seç kopyala,"[""terminaldeki"", ""son"", ""komutu"", ""yinele"", ""hata"", ""çıkarsa"", ""çıktıyı"", ""seç"", ""kopyala""]",,,
CK-3232,tarayıcı_internet,indirme deme şu pdfi indirir misin,"[""indirme"", ""deme"", ""şu"", ""pdfi"", ""indirir"", ""misin""]",,,
CK-1433,ofis_metin_düzenleme,slaytı sil yok hayır slaytı seç slaytı çoğalt,"[""slaytı"", ""sil"", ""yok"", ""hayır"", ""slaytı"", ""seç"", ""slaytı"", ""çoğalt""]",,,
CK-2547,tarayıcı_internet,oradaki giriş bağlantısına tıklayıp kullanıcı alanına deneme yaz gönderme,"[""oradaki"", ""giriş"", ""bağlantısına"", ""tıklayıp"", ""kullanıcı"", ""alanına"", ""deneme"", ""yaz"", ""gönderme""]",,,
CK-2528,tarayıcı_internet,Google sonuçlarında üçüncü bağlantıyı açma dur başlığını kopyala yan sekmeye geç,"[""Google"", ""sonuçlarında"", ""üçüncü"", ""bağlantıyı"", ""açma"", ""dur"", ""başlığını"", ""kopyala"", ""yan"", ""sekmeye"", ""geç""]",,,
CK-3851,ofis_metin_düzenleme,yazdırmadan önce kenar boşluklarını dar yap,"[""yazdırmadan"", ""önce"", ""kenar"", ""boşluklarını"", ""dar"", ""yap""]",,,
CK-3735,temel_bilgisayar,şu boş alana bir boşluk bırak sonra bekle,"[""şu"", ""boş"", ""alana"", ""bir"", ""boşluk"", ""bırak"", ""sonra"", ""bekle""]",,,
CK-3787,tarayıcı_internet,bağlantıyı yeni pencerede değil aynı sekmede aç,"[""bağlantıyı"", ""yeni"", ""pencerede"", ""değil"", ""aynı"", ""sekmede"", ""aç""]",,,
CK-3607,temel_bilgisayar,fare imlecini biraz büyütür müsün,"[""fare"", ""imlecini"", ""biraz"", ""büyütür"", ""müsün""]",,,
CK-1259,ofis_metin_düzenleme,vörd içinde kaynakçayı bul doi satırını seç koypala,"[""vörd"", ""içinde"", ""kaynakçayı"", ""bul"", ""doi"", ""satırını"", ""seç"", ""koypala""]",,,
CK-1844,temel_bilgisayar,şuradaki cihazı seç bağlantıyı kes,"[""şuradaki"", ""cihazı"", ""seç"", ""bağlantıyı"", ""kes""]",,,
CK-2694,dosya_yazılım_geliştirme,package dosyasını aç script bölümüne git build komutunu değiştir,"[""package"", ""dosyasını"", ""aç"", ""script"", ""bölümüne"", ""git"", ""build"", ""komutunu"", ""değiştir""]",,,
CK-2071,ofis_metin_düzenleme,belgeyi aç şablon ekini indir düzenlenmiş belgeyi yükle,"[""belgeyi"", ""aç"", ""şablon"", ""ekini"", ""indir"", ""düzenlenmiş"", ""belgeyi"", ""yükle""]",,,
CK-2258,ofis_metin_düzenleme,bak bu yorum balonunu aç cevaba tamamdır yaz gönder,"[""bak"", ""bu"", ""yorum"", ""balonunu"", ""aç"", ""cevaba"", ""tamamdır"", ""yaz"", ""gönder""]",,,
CK-1643,ofis_metin_düzenleme,satış tablosunu aç bölge filtresini seç uygula yazdır,"[""satış"", ""tablosunu"", ""aç"", ""bölge"", ""filtresini"", ""seç"", ""uygula"", ""yazdır""]",,,
CK-1437,tarayıcı_internet,mesajı silme dur mesajı seç mesajı arşive taşı,"[""mesajı"", ""silme"", ""dur"", ""mesajı"", ""seç"", ""mesajı"", ""arşive"", ""taşı""]",,,
CK-1624,dosya_yazılım_geliştirme,deploy et vazgeç terminale geç logları bul,"[""deploy"", ""et"", ""vazgeç"", ""terminale"", ""geç"", ""logları"", ""bul""]",,,
CK-2812,tarayıcı_internet,şu sekmeye geçelim mi öndeki değil yandaki,"[""şu"", ""sekmeye"", ""geçelim"", ""mi"", ""öndeki"", ""değil"", ""yandaki""]",,,
CK-3255,ofis_metin_düzenleme,belgenin sonunu yazdırıver,"[""belgenin"", ""sonunu"", ""yazdırıver""]",,,
CK-1422,tarayıcı_internet,maili gönder dur maili gönderme eki yükle maili gönder,"[""maili"", ""gönder"", ""dur"", ""maili"", ""gönderme"", ""eki"", ""yükle"", ""maili"", ""gönder""]",,,
CK-1629,temel_bilgisayar,dosya adını taslak yapma hayır dosya adını onaylı yap kaydet,"[""dosya"", ""adını"", ""taslak"", ""yapma"", ""hayır"", ""dosya"", ""adını"", ""onaylı"", ""yap"", ""kaydet""]",,,
CK-1632,ofis_metin_düzenleme,görseli yazdırma dur görseli seç parlaklığını artır,"[""görseli"", ""yazdırma"", ""dur"", ""görseli"", ""seç"", ""parlaklığını"", ""artır""]",,,
CK-2028,tarayıcı_internet,gogıl drayvı aç sonra hakem raporunu yügle ve paylaşım linkini koypala,"[""gogıl"", ""drayvı"", ""aç"", ""sonra"", ""hakem"", ""raporunu"", ""yügle"", ""ve"", ""paylaşım"", ""linkini"", ""koypala""]",,,
CK-3593,dosya_yazılım_geliştirme,src klasörüne geç yeni helper dosyası oluştur,"[""src"", ""klasörüne"", ""geç"", ""yeni"", ""helper"", ""dosyası"", ""oluştur""]",,,
CK-3146,dosya_yazılım_geliştirme,adını değiştirme yedek klasöre taşı sonra kaydet,"[""adını"", ""değiştirme"", ""yedek"", ""klasöre"", ""taşı"", ""sonra"", ""kaydet""]",,,
CK-2032,tarayıcı_internet,sayfayı yazdırma yok sayfayı pdf olarak indir sonra dosya adını başvuru yap,"[""sayfayı"", ""yazdırma"", ""yok"", ""sayfayı"", ""pdf"", ""olarak"", ""indir"", ""sonra"", ""dosya"", ""adını"", ""başvuru"", ""yap""]",,,
CK-2673,ofis_metin_düzenleme,oradaki boş satırı seçer misin üstüne bir boşluk bırak,"[""oradaki"", ""boş"", ""satırı"", ""seçer"", ""misin"", ""üstüne"", ""bir"", ""boşluk"", ""bırak""]",,,
CK-2020,temel_bilgisayar,başlat aramasını aç ekran okuyucu yaz entera bas,"[""başlat"", ""aramasını"", ""aç"", ""ekran"", ""okuyucu"", ""yaz"", ""entera"", ""bas""]",,,
CK-3079,ofis_metin_düzenleme,şu yazıyı biraz büyütür müsün ardından satır aralığını artır ve belgeyi yazdır,"[""şu"", ""yazıyı"", ""biraz"", ""büyütür"", ""müsün"", ""ardından"", ""satır"", ""aralığını"", ""artır"", ""ve"", ""belgeyi"", ""yazdır""]",,,
CK-3825,ofis_metin_düzenleme,açık olan metinde sonuç başlığını bul ve altını çiz,"[""açık"", ""olan"", ""metinde"", ""sonuç"", ""başlığını"", ""bul"", ""ve"", ""altını"", ""çiz""]",,,
CK-1351,ofis_metin_düzenleme,vördü aç ikinci paragrafı bul seç koypala,"[""vördü"", ""aç"", ""ikinci"", ""paragrafı"", ""bul"", ""seç"", ""koypala""]",,,
CK-3491,dosya_yazılım_geliştirme,terminali kapat logu yazdır raporu gönder,"[""terminali"", ""kapat"", ""logu"", ""yazdır"", ""raporu"", ""gönder""]",,,
CK-1741,temel_bilgisayar,ekran okuyucuyu aç hız ayarını seç değeri azalt,"[""ekran"", ""okuyucuyu"", ""aç"", ""hız"", ""ayarını"", ""seç"", ""değeri"", ""azalt""]",,,
CK-2652,tarayıcı_internet,sekmeyi kapatma yok sayfa içinde rapor kelimesini bul,"[""sekmeyi"", ""kapatma"", ""yok"", ""sayfa"", ""içinde"", ""rapor"", ""kelimesini"", ""bul""]",,,
CK-2683,dosya_yazılım_geliştirme,VS Code'da sol ağaçtan services klasörünü aç api dosyasını seç,"[""VS"", ""Code'da"", ""sol"", ""ağaçtan"", ""services"", ""klasörünü"", ""aç"", ""api"", ""dosyasını"", ""seç""]",,,
CK-1890,tarayıcı_internet,pdf bağlantısını bul dosyayı indir klasörde göster,"[""pdf"", ""bağlantısını"", ""bul"", ""dosyayı"", ""indir"", ""klasörde"", ""göster""]",,,
CK-2055,ofis_metin_düzenleme,giriş paragrafını seç paragrafı kes özet bölümüne yapıştır,"[""giriş"", ""paragrafını"", ""seç"", ""paragrafı"", ""kes"", ""özet"", ""bölümüne"", ""yapıştır""]",,,
CK-1698,dosya_yazılım_geliştirme,sürüm kontrol görünümünü aç ardından yeni etiket oluştur,"[""sürüm"", ""kontrol"", ""görünümünü"", ""aç"", ""ardından"", ""yeni"", ""etiket"", ""oluştur""]",,,
CK-1235,dosya_yazılım_geliştirme,terminali açıp test komutunu yazıp entera bas,"[""terminali"", ""açıp"", ""test"", ""komutunu"", ""yazıp"", ""entera"", ""bas""]",,,
CK-3589,dosya_yazılım_geliştirme,hata satırını bul onu seç,"[""hata"", ""satırını"", ""bul"", ""onu"", ""seç""]",,,
CK-1862,dosya_yazılım_geliştirme,terminalde echo erişilebilir komut arayüzü testi yaz enter bas,"[""terminalde"", ""echo"", ""erişilebilir"", ""komut"", ""arayüzü"", ""testi"", ""yaz"", ""enter"", ""bas""]",,,
CK-1679,ofis_metin_düzenleme,denklem satırını bulup seçerek yeni formül yaz,"[""denklem"", ""satırını"", ""bulup"", ""seçerek"", ""yeni"", ""formül"", ""yaz""]",,,
CK-2828,temel_bilgisayar,dosyayı silme pencereyi kapat ve masaüstüne geç,"[""dosyayı"", ""silme"", ""pencereyi"", ""kapat"", ""ve"", ""masaüstüne"", ""geç""]",,,
CK-3319,temel_bilgisayar,erişim ayarını aç kontrastı artır pencereyi kaydır,"[""erişim"", ""ayarını"", ""aç"", ""kontrastı"", ""artır"", ""pencereyi"", ""kaydır""]",,,
CK-3014,ofis_metin_düzenleme,dosyayı silme çıktı alabilir miyiz,"[""dosyayı"", ""silme"", ""çıktı"", ""alabilir"", ""miyiz""]",,,
CK-3124,dosya_yazılım_geliştirme,boş bir config dosyası oluşturalım mı,"[""boş"", ""bir"", ""config"", ""dosyası"", ""oluşturalım"", ""mı""]",,,
CK-2290,dosya_yazılım_geliştirme,branchi sil yok hayır yeni branch oluştur adını deneme yap,"[""branchi"", ""sil"", ""yok"", ""hayır"", ""yeni"", ""branch"", ""oluştur"", ""adını"", ""deneme"", ""yap""]",,,
CK-3658,dosya_yazılım_geliştirme,log dosyasını açma sadece error satırlarını ara ve çıktıyı yazdır,"[""log"", ""dosyasını"", ""açma"", ""sadece"", ""error"", ""satırlarını"", ""ara"", ""ve"", ""çıktıyı"", ""yazdır""]",,,
CK-1719,tarayıcı_internet,gogıl drive arşiv klasörüne git zip dosyasını indir,"[""gogıl"", ""drive"", ""arşiv"", ""klasörüne"", ""git"", ""zip"", ""dosyasını"", ""indir""]",,,
CK-2398,dosya_yazılım_geliştirme,proje klasörüne git logs klasörünü aç bugünkü logu seç,"[""proje"", ""klasörüne"", ""git"", ""logs"", ""klasörünü"", ""aç"", ""bugünkü"", ""logu"", ""seç""]",,,
CK-2614,temel_bilgisayar,pil simgesine tıkla güç modunu değiştirme sadece tasarrufu artır,"[""pil"", ""simgesine"", ""tıkla"", ""güç"", ""modunu"", ""değiştirme"", ""sadece"", ""tasarrufu"", ""artır""]",,,
CK-3722,temel_bilgisayar,bu kısayolun adını değiştirme sadece başka klasöre taşı,"[""bu"", ""kısayolun"", ""adını"", ""değiştirme"", ""sadece"", ""başka"", ""klasöre"", ""taşı""]",,,
CK-3147,dosya_yazılım_geliştirme,yeni model dosyası oluşturabilir miyiz adını prediction yap,"[""yeni"", ""model"", ""dosyası"", ""oluşturabilir"", ""miyiz"", ""adını"", ""prediction"", ""yap""]",,,
CK-1214,tarayıcı_internet,sekmeyi kapat değil onu değil önce sonraki sekmeye geç sonra kapat,"[""sekmeyi"", ""kapat"", ""değil"", ""onu"", ""değil"", ""önce"", ""sonraki"", ""sekmeye"", ""geç"", ""sonra"", ""kapat""]",,,
CK-2894,temel_bilgisayar,şunu yanlış yaptım pencereyi kapatma masaüstüne geç başlatı aç ayarlar yaz enter bas pencereyi büyüt,"[""şunu"", ""yanlış"", ""yaptım"", ""pencereyi"", ""kapatma"", ""masaüstüne"", ""geç"", ""başlatı"", ""aç"", ""ayarlar"", ""yaz"", ""enter"", ""bas"", ""pencereyi"", ""büyüt""]",,,
