id,domain,task_count,raw_command,token_index,token,gold_boundary_label,gold_task_token_label
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,6,bölümüne,I-TASK,GİT
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,7,git,I-TASK,GİT
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,8,ve,O,O
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,9,anlatıcıyı,B-TASK,KAPAT
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,10,kapat,I-TASK,KAPAT
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,0,site,B-TASK,AÇ
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,1,izinlerini,I-TASK,AÇ
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,2,aç,I-TASK,AÇ
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,3,ardından,O,O
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,4,kamera,B-TASK,BUL
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,5,iznini,I-TASK,BUL
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,6,bul,I-TASK,BUL
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,7,ve,O,O
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,8,izni,B-TASK,KAPAT
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,9,kapat,I-TASK,KAPAT
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,0,çalışma,B-TASK,AÇ
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,1,sayfasını,I-TASK,AÇ
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,2,aç,I-TASK,AÇ
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,3,ardından,O,O
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,4,not,B-TASK,SEÇ
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,5,sütununu,I-TASK,SEÇ
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,6,seç,I-TASK,SEÇ
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,7,ve,O,O
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,8,açıklama,B-TASK,YAZ
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,9,yaz,I-TASK,YAZ
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,0,gogıl,B-TASK,AÇ
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,1,aç,I-TASK,AÇ
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,2,adres,B-TASK,YAZ
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,3,alanına,I-TASK,YAZ
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,4,engelli,I-TASK,YAZ
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,5,bilgisayar,I-TASK,YAZ
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,6,kullanımı,I-TASK,YAZ
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,7,yaz,I-TASK,YAZ
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,8,ara,B-TASK,ARA
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,0,eksıl,B-TASK,AÇ
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,1,dosyasını,I-TASK,AÇ
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,2,aç,I-TASK,AÇ
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,3,f,B-TASK,SEÇ
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,4,dokuz,I-TASK,SEÇ
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,5,hücresini,I-TASK,SEÇ
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,6,seç,I-TASK,SEÇ
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,7,değer,B-TASK,YAZ
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,8,yaz,I-TASK,YAZ
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,9,entera,B-TASK,ENTER
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,10,bas,I-TASK,ENTER
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,0,pavırpoynt,B-TASK,AÇ
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,1,sunumunu,I-TASK,AÇ
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,2,aç,I-TASK,AÇ
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,3,grafik,B-TASK,BUL
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,4,slaytını,I-TASK,BUL
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,5,bul,I-TASK,BUL
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,6,görseli,B-TASK,KÜÇÜLT
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,7,küçült,I-TASK,KÜÇÜLT
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,0,tarayıcıda,O,O
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,1,bağlantıyı,B-TASK,YAPIŞTIR
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,2,yapıştr,I-TASK,YAPIŞTIR
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,3,entıra,B-TASK,ENTER
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,4,bas,I-TASK,ENTER
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,5,çerez,B-TASK,KAPAT
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,6,uyarısını,I-TASK,KAPAT
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,7,kapat,I-TASK,KAPAT
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,0,eksıl,B-TASK,BUL
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,1,sayfasında,I-TASK,BUL
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,2,ortalamayı,I-TASK,BUL
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,3,bul,I-TASK,BUL
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,4,değeri,B-TASK,KOPYALA
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,5,koypala,I-TASK,KOPYALA
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,6,rapora,B-TASK,YAPIŞTIR
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,7,yapıştr,I-TASK,YAPIŞTIR
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,0,dosyya,B-TASK,YAZ
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,1,aramasına,I-TASK,YAZ
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,2,sunum,I-TASK,YAZ
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,3,yaz,I-TASK,YAZ
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,4,entera,B-TASK,ENTER
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,5,bas,I-TASK,ENTER
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,6,sonucu,B-TASK,AÇ
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,7,aç,I-TASK,AÇ
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,0,kod,O,O
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,1,parçasını,O,O
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,2,kes,O,O
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,3,vazgeç,O,O
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,4,kod,B-TASK,KOPYALA
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,5,parçasını,I-TASK,KOPYALA
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,6,kopyala,I-TASK,KOPYALA
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,7,not,B-TASK,YAPIŞTIR
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,8,dosyasına,I-TASK,YAPIŞTIR
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,9,yapıştır,I-TASK,YAPIŞTIR
CK-1526,tarayıcı_internet,2,dosyayı indir şey yok dosya konumunu seç dosyayı indir,0,dosyayı,O,O
CK-1526,tarayıcı_internet,2,dosyayı indir şey yok dosya konumunu seç dosyayı indir,1,indir,O,O
CK-1526,tarayıcı_internet,2,dosyayı indir şey yok dosya konumunu seç dosyayı indir,2,şey,O,O
CK-1526,tarayıcı_internet,2,dosyayı indir şey yok dosya konumunu seç dosyayı indir,3,yok,O,O
CK-1526,tarayıcı_internet,2,dosyayı indir şey yok dosya konumunu seç dosyayı indir,4,dosya,B-TASK,SEÇ
CK-1526,tarayıcı_internet,2,dosyayı indir şey yok dosya konumunu seç dosyayı indir,5,konumunu,I-TASK,SEÇ
CK-1526,tarayıcı_internet,2,dosyayı indir şey yok dosya konumunu seç dosyayı indir,6,seç,I-TASK,SEÇ
CK-1526,tarayıcı_internet,2,dosyayı indir şey yok dosya konumunu seç dosyayı indir,7,dosyayı,B-TASK,İNDİR
CK-1526,tarayıcı_internet,2,dosyayı indir şey yok dosya konumunu seç dosyayı indir,8,indir,I-TASK,İNDİR
CK-1528,ofis_metin_düzenleme,2,grafiği sola taşı öyle değil grafiği alta taşı grafiği kaydet,0,grafiği,O,O
CK-1528,ofis_metin_düzenleme,2,grafiği sola taşı öyle değil grafiği alta taşı grafiği kaydet,1,sola,O,O
CK-1528,ofis_metin_düzenleme,2,grafiği sola taşı öyle değil grafiği alta taşı grafiği kaydet,2,taşı,O,O
CK-1528,ofis_metin_düzenleme,2,grafiği sola taşı öyle değil grafiği alta taşı grafiği kaydet,3,öyle,O,O
CK-1528,ofis_metin_düzenleme,2,grafiği sola taşı öyle değil grafiği alta taşı grafiği kaydet,4,değil,O,O
CK-1528,ofis_metin_düzenleme,2,grafiği sola taşı öyle değil grafiği alta taşı grafiği kaydet,5,grafiği,B-TASK,TAŞI
CK-1528,ofis_metin_düzenleme,2,grafiği sola taşı öyle değil grafiği alta taşı grafiği kaydet,6,alta,I-TASK,TAŞI
CK-1528,ofis_metin_düzenleme,2,grafiği sola taşı öyle değil grafiği alta taşı grafiği kaydet,7,taşı,I-TASK,TAŞI
CK-1528,ofis_metin_düzenleme,2,grafiği sola taşı öyle değil grafiği alta taşı grafiği kaydet,8,grafiği,B-TASK,KAYDET
CK-1528,ofis_metin_düzenleme,2,grafiği sola taşı öyle değil grafiği alta taşı grafiği kaydet,9,kaydet,I-TASK,KAYDET
CK-1529,temel_bilgisayar,2,uygulamayı kaldırma dur uygulamayı seç onar seçeneğine tıkla,0,uygulamayı,O,O
CK-1529,temel_bilgisayar,2,uygulamayı kaldırma dur uygulamayı seç onar seçeneğine tıkla,1,kaldırma,O,O
CK-1529,temel_bilgisayar,2,uygulamayı kaldırma dur uygulamayı seç onar seçeneğine tıkla,2,dur,O,O
CK-1529,temel_bilgisayar,2,uygulamayı kaldırma dur uygulamayı seç onar seçeneğine tıkla,3,uygulamayı,B-TASK,SEÇ
CK-1529,temel_bilgisayar,2,uygulamayı kaldırma dur uygulamayı seç onar seçeneğine tıkla,4,seç,I-TASK,SEÇ
CK-1529,temel_bilgisayar,2,uygulamayı kaldırma dur uygulamayı seç onar seçeneğine tıkla,5,onar,B-TASK,TIKLA
CK-1529,temel_bilgisayar,2,uygulamayı kaldırma dur uygulamayı seç onar seçeneğine tıkla,6,seçeneğine,I-TASK,TIKLA
CK-1529,temel_bilgisayar,2,uygulamayı kaldırma dur uygulamayı seç onar seçeneğine tıkla,7,tıkla,I-TASK,TIKLA
CK-1532,tarayıcı_internet,2,arama isteğini gönder dur sorguyu düzelt arama isteğini gönder,0,arama,O,O
CK-1532,tarayıcı_internet,2,arama isteğini gönder dur sorguyu düzelt arama isteğini gönder,1,isteğini,O,O
CK-1532,tarayıcı_internet,2,arama isteğini gönder dur sorguyu düzelt arama isteğini gönder,2,gönder,O,O
CK-1532,tarayıcı_internet,2,arama isteğini gönder dur sorguyu düzelt arama isteğini gönder,3,dur,O,O
CK-1532,tarayıcı_internet,2,arama isteğini gönder dur sorguyu düzelt arama isteğini gönder,4,sorguyu,B-TASK,DEĞİŞTİR
CK-1532,tarayıcı_internet,2,arama isteğini gönder dur sorguyu düzelt arama isteğini gönder,5,düzelt,I-TASK,DEĞİŞTİR
CK-1532,tarayıcı_internet,2,arama isteğini gönder dur sorguyu düzelt arama isteğini gönder,6,arama,B-TASK,GÖNDER
CK-1532,tarayıcı_internet,2,arama isteğini gönder dur sorguyu düzelt arama isteğini gönder,7,isteğini,I-TASK,GÖNDER
CK-1532,tarayıcı_internet,2,arama isteğini gönder dur sorguyu düzelt arama isteğini gönder,8,gönder,I-TASK,GÖNDER
CK-1554,dosya_yazılım_geliştirme,4,debug panelini aç uyarıyı bul seç rapora yapıştır,0,debug,B-TASK,AÇ
CK-1554,dosya_yazılım_geliştirme,4,debug panelini aç uyarıyı bul seç rapora yapıştır,1,panelini,I-TASK,AÇ
CK-1554,dosya_yazılım_geliştirme,4,debug panelini aç uyarıyı bul seç rapora yapıştır,2,aç,I-TASK,AÇ
CK-1554,dosya_yazılım_geliştirme,4,debug panelini aç uyarıyı bul seç rapora yapıştır,3,uyarıyı,B-TASK,BUL
CK-1554,dosya_yazılım_geliştirme,4,debug panelini aç uyarıyı bul seç rapora yapıştır,4,bul,I-TASK,BUL
CK-1554,dosya_yazılım_geliştirme,4,debug panelini aç uyarıyı bul seç rapora yapıştır,5,seç,B-TASK,SEÇ
CK-1554,dosya_yazılım_geliştirme,4,debug panelini aç uyarıyı bul seç rapora yapıştır,6,rapora,B-TASK,YAPIŞTIR
CK-1554,dosya_yazılım_geliştirme,4,debug panelini aç uyarıyı bul seç rapora yapıştır,7,yapıştır,I-TASK,YAPIŞTIR
CK-1555,temel_bilgisayar,4,bluetooth ayarını aç cihaz listesini kaydır kulaklığı bul seç,0,bluetooth,B-TASK,AÇ
CK-1555,temel_bilgisayar,4,bluetooth ayarını aç cihaz listesini kaydır kulaklığı bul seç,1,ayarını,I-TASK,AÇ
CK-1555,temel_bilgisayar,4,bluetooth ayarını aç cihaz listesini kaydır kulaklığı bul seç,2,aç,I-TASK,AÇ
CK-1555,temel_bilgisayar,4,bluetooth ayarını aç cihaz listesini kaydır kulaklığı bul seç,3,cihaz,B-TASK,KAYDIR
CK-1555,temel_bilgisayar,4,bluetooth ayarını aç cihaz listesini kaydır kulaklığı bul seç,4,listesini,I-TASK,KAYDIR
CK-1555,temel_bilgisayar,4,bluetooth ayarını aç cihaz listesini kaydır kulaklığı bul seç,5,kaydır,I-TASK,KAYDIR
CK-1555,temel_bilgisayar,4,bluetooth ayarını aç cihaz listesini kaydır kulaklığı bul seç,6,kulaklığı,B-TASK,BUL
CK-1555,temel_bilgisayar,4,bluetooth ayarını aç cihaz listesini kaydır kulaklığı bul seç,7,bul,I-TASK,BUL
CK-1555,temel_bilgisayar,4,bluetooth ayarını aç cihaz listesini kaydır kulaklığı bul seç,8,seç,B-TASK,SEÇ
CK-1559,temel_bilgisayar,4,yazıcı panelini aç kuyruğu bul işi seç sil,0,yazıcı,B-TASK,AÇ
CK-1559,temel_bilgisayar,4,yazıcı panelini aç kuyruğu bul işi seç sil,1,panelini,I-TASK,AÇ
CK-1559,temel_bilgisayar,4,yazıcı panelini aç kuyruğu bul işi seç sil,2,aç,I-TASK,AÇ
CK-1559,temel_bilgisayar,4,yazıcı panelini aç kuyruğu bul işi seç sil,3,kuyruğu,B-TASK,BUL
CK-1559,temel_bilgisayar,4,yazıcı panelini aç kuyruğu bul işi seç sil,4,bul,I-TASK,BUL
CK-1559,temel_bilgisayar,4,yazıcı panelini aç kuyruğu bul işi seç sil,5,işi,B-TASK,SEÇ
CK-1559,temel_bilgisayar,4,yazıcı panelini aç kuyruğu bul işi seç sil,6,seç,I-TASK,SEÇ
CK-1559,temel_bilgisayar,4,yazıcı panelini aç kuyruğu bul işi seç sil,7,sil,B-TASK,SİL
CK-1560,tarayıcı_internet,4,postaya git yeni ileti oluştur alıcı yaz gönder,0,postaya,B-TASK,GİT
CK-1560,tarayıcı_internet,4,postaya git yeni ileti oluştur alıcı yaz gönder,1,git,I-TASK,GİT
CK-1560,tarayıcı_internet,4,postaya git yeni ileti oluştur alıcı yaz gönder,2,yeni,B-TASK,YENİ_OLUŞTUR
CK-1560,tarayıcı_internet,4,postaya git yeni ileti oluştur alıcı yaz gönder,3,ileti,I-TASK,YENİ_OLUŞTUR
CK-1560,tarayıcı_internet,4,postaya git yeni ileti oluştur alıcı yaz gönder,4,oluştur,I-TASK,YENİ_OLUŞTUR
CK-1560,tarayıcı_internet,4,postaya git yeni ileti oluştur alıcı yaz gönder,5,alıcı,B-TASK,YAZ
CK-1560,tarayıcı_internet,4,postaya git yeni ileti oluştur alıcı yaz gönder,6,yaz,I-TASK,YAZ
CK-1560,tarayıcı_internet,4,postaya git yeni ileti oluştur alıcı yaz gönder,7,gönder,B-TASK,GÖNDER
CK-1570,ofis_metin_düzenleme,3,açık notu seçip değiştirerek kaydet düğmesine bas,0,açık,B-TASK,SEÇ
CK-1570,ofis_metin_düzenleme,3,açık notu seçip değiştirerek kaydet düğmesine bas,1,notu,I-TASK,SEÇ
CK-1570,ofis_metin_düzenleme,3,açık notu seçip değiştirerek kaydet düğmesine bas,2,seçip,I-TASK,SEÇ
CK-1570,ofis_metin_düzenleme,3,açık notu seçip değiştirerek kaydet düğmesine bas,3,değiştirerek,B-TASK,DEĞİŞTİR
CK-1570,ofis_metin_düzenleme,3,açık notu seçip değiştirerek kaydet düğmesine bas,4,kaydet,B-TASK,KAYDET
CK-1570,ofis_metin_düzenleme,3,açık notu seçip değiştirerek kaydet düğmesine bas,5,düğmesine,I-TASK,KAYDET
CK-1570,ofis_metin_düzenleme,3,açık notu seçip değiştirerek kaydet düğmesine bas,6,bas,I-TASK,KAYDET
CK-1574,ofis_metin_düzenleme,3,slaytı seçerek çoğaltıp en başa taşı,0,slaytı,B-TASK,SEÇ
CK-1574,ofis_metin_düzenleme,3,slaytı seçerek çoğaltıp en başa taşı,1,seçerek,I-TASK,SEÇ
CK-1574,ofis_metin_düzenleme,3,slaytı seçerek çoğaltıp en başa taşı,2,çoğaltıp,B-TASK,DİĞER
CK-1574,ofis_metin_düzenleme,3,slaytı seçerek çoğaltıp en başa taşı,3,en,B-TASK,TAŞI
CK-1574,ofis_metin_düzenleme,3,slaytı seçerek çoğaltıp en başa taşı,4,başa,I-TASK,TAŞI
CK-1574,ofis_metin_düzenleme,3,slaytı seçerek çoğaltıp en başa taşı,5,taşı,I-TASK,TAŞI
CK-1583,ofis_metin_düzenleme,3,ııı grafiği seç biraz küçült kaydet hadi,0,ııı,O,O
CK-1583,ofis_metin_düzenleme,3,ııı grafiği seç biraz küçült kaydet hadi,1,grafiği,B-TASK,SEÇ
CK-1583,ofis_metin_düzenleme,3,ııı grafiği seç biraz küçült kaydet hadi,2,seç,I-TASK,SEÇ
CK-1583,ofis_metin_düzenleme,3,ııı grafiği seç biraz küçült kaydet hadi,3,biraz,B-TASK,KÜÇÜLT
CK-1583,ofis_metin_düzenleme,3,ııı grafiği seç biraz küçült kaydet hadi,4,küçült,I-TASK,KÜÇÜLT
CK-1583,ofis_metin_düzenleme,3,ııı grafiği seç biraz küçült kaydet hadi,5,kaydet,B-TASK,KAYDET
CK-1583,ofis_metin_düzenleme,3,ııı grafiği seç biraz küçült kaydet hadi,6,hadi,O,O
CK-1586,temel_bilgisayar,2,bi şuradaki raporu bul lütfen aç hemen,0,bi,O,O
CK-1586,temel_bilgisayar,2,bi şuradaki raporu bul lütfen aç hemen,1,şuradaki,B-TASK,BUL
CK-1586,temel_bilgisayar,2,bi şuradaki raporu bul lütfen aç hemen,2,raporu,I-TASK,BUL
CK-1586,temel_bilgisayar,2,bi şuradaki raporu bul lütfen aç hemen,3,bul,I-TASK,BUL
CK-1586,temel_bilgisayar,2,bi şuradaki raporu bul lütfen aç hemen,4,lütfen,O,O
CK-1586,temel_bilgisayar,2,bi şuradaki raporu bul lütfen aç hemen,5,aç,B-TASK,AÇ
CK-1586,temel_bilgisayar,2,bi şuradaki raporu bul lütfen aç hemen,6,hemen,O,O
CK-1588,dosya_yazılım_geliştirme,3,hadi terminale geç şu uzun komutu yapıştır entera bas,0,hadi,O,O
CK-1588,dosya_yazılım_geliştirme,3,hadi terminale geç şu uzun komutu yapıştır entera bas,1,terminale,B-TASK,GEÇ
CK-1588,dosya_yazılım_geliştirme,3,hadi terminale geç şu uzun komutu yapıştır entera bas,2,geç,I-TASK,GEÇ
CK-1588,dosya_yazılım_geliştirme,3,hadi terminale geç şu uzun komutu yapıştır entera bas,3,şu,B-TASK,YAPIŞTIR
CK-1588,dosya_yazılım_geliştirme,3,hadi terminale geç şu uzun komutu yapıştır entera bas,4,uzun,I-TASK,YAPIŞTIR
CK-1588,dosya_yazılım_geliştirme,3,hadi terminale geç şu uzun komutu yapıştır entera bas,5,komutu,I-TASK,YAPIŞTIR
CK-1588,dosya_yazılım_geliştirme,3,hadi terminale geç şu uzun komutu yapıştır entera bas,6,yapıştır,I-TASK,YAPIŞTIR
CK-1588,dosya_yazılım_geliştirme,3,hadi terminale geç şu uzun komutu yapıştır entera bas,7,entera,B-TASK,ENTER
CK-1588,dosya_yazılım_geliştirme,3,hadi terminale geç şu uzun komutu yapıştır entera bas,8,bas,I-TASK,ENTER
CK-1589,tarayıcı_internet,2,ya bi önceki sekmeye geçip şu onay kutusuna tıkla,0,ya,O,O
CK-1589,tarayıcı_internet,2,ya bi önceki sekmeye geçip şu onay kutusuna tıkla,1,bi,O,O
CK-1589,tarayıcı_internet,2,ya bi önceki sekmeye geçip şu onay kutusuna tıkla,2,önceki,B-TASK,SEKME_DEĞİŞTİR
CK-1589,tarayıcı_internet,2,ya bi önceki sekmeye geçip şu onay kutusuna tıkla,3,sekmeye,I-TASK,SEKME_DEĞİŞTİR
CK-1589,tarayıcı_internet,2,ya bi önceki sekmeye geçip şu onay kutusuna tıkla,4,geçip,I-TASK,SEKME_DEĞİŞTİR
CK-1589,tarayıcı_internet,2,ya bi önceki sekmeye geçip şu onay kutusuna tıkla,5,şu,B-TASK,TIKLA
CK-1589,tarayıcı_internet,2,ya bi önceki sekmeye geçip şu onay kutusuna tıkla,6,onay,I-TASK,TIKLA
CK-1589,tarayıcı_internet,2,ya bi önceki sekmeye geçip şu onay kutusuna tıkla,7,kutusuna,I-TASK,TIKLA
CK-1589,tarayıcı_internet,2,ya bi önceki sekmeye geçip şu onay kutusuna tıkla,8,tıkla,I-TASK,TIKLA
CK-1592,tarayıcı_internet,3,site izinlerini aç ardından konum iznini bul ve izni kapat,0,site,B-TASK,AÇ
CK-1592,tarayıcı_internet,3,site izinlerini aç ardından konum iznini bul ve izni kapat,1,izinlerini,I-TASK,AÇ
CK-1592,tarayıcı_internet,3,site izinlerini aç ardından konum iznini bul ve izni kapat,2,aç,I-TASK,AÇ
CK-1592,tarayıcı_internet,3,site izinlerini aç ardından konum iznini bul ve izni kapat,3,ardından,O,O
CK-1592,tarayıcı_internet,3,site izinlerini aç ardından konum iznini bul ve izni kapat,4,konum,B-TASK,BUL
CK-1592,tarayıcı_internet,3,site izinlerini aç ardından konum iznini bul ve izni kapat,5,iznini,I-TASK,BUL
CK-1592,tarayıcı_internet,3,site izinlerini aç ardından konum iznini bul ve izni kapat,6,bul,I-TASK,BUL
CK-1592,tarayıcı_internet,3,site izinlerini aç ardından konum iznini bul ve izni kapat,7,ve,O,O
CK-1592,tarayıcı_internet,3,site izinlerini aç ardından konum iznini bul ve izni kapat,8,izni,B-TASK,KAPAT
CK-1592,tarayıcı_internet,3,site izinlerini aç ardından konum iznini bul ve izni kapat,9,kapat,I-TASK,KAPAT
