id,domain,task_count,raw_command,tokens_json,token_count,annotator_boundary_labels_json,annotator_task_token_labels_json,annotator_note
CK-1714,ofis_metin_düzenleme,3,pavırpoyntta alt bilgi alanını seç tarihi yaz kaydetti,"[""pavırpoyntta"", ""alt"", ""bilgi"", ""alanını"", ""seç"", ""tarihi"", ""yaz"", ""kaydetti""]",8,,,
CK-1719,tarayıcı_internet,2,gogıl drive arşiv klasörüne git zip dosyasını indir,"[""gogıl"", ""drive"", ""arşiv"", ""klasörüne"", ""git"", ""zip"", ""dosyasını"", ""indir""]",8,,,
CK-1723,ofis_metin_düzenleme,2,yorumları kabul etme vazgeç yorumlar panelini aç ilk yorumu seç,"[""yorumları"", ""kabul"", ""etme"", ""vazgeç"", ""yorumlar"", ""panelini"", ""aç"", ""ilk"", ""yorumu"", ""seç""]",10,,,
CK-1730,tarayıcı_internet,2,reklam engelini kapatma hayır site ayarını aç istisnayı sil,"[""reklam"", ""engelini"", ""kapatma"", ""hayır"", ""site"", ""ayarını"", ""aç"", ""istisnayı"", ""sil""]",9,,,
CK-1731,ofis_metin_düzenleme,2,tablo filtresini sıfırlama yok filtre okunu aç boşları seç,"[""tablo"", ""filtresini"", ""sıfırlama"", ""yok"", ""filtre"", ""okunu"", ""aç"", ""boşları"", ""seç""]",9,,,
CK-1739,ofis_metin_düzenleme,2,grafiği kopyalama yok veri etiketini seç rengini değiştir,"[""grafiği"", ""kopyalama"", ""yok"", ""veri"", ""etiketini"", ""seç"", ""rengini"", ""değiştir""]",8,,,
CK-1741,temel_bilgisayar,3,ekran okuyucuyu aç hız ayarını seç değeri azalt,"[""ekran"", ""okuyucuyu"", ""aç"", ""hız"", ""ayarını"", ""seç"", ""değeri"", ""azalt""]",8,,,
CK-1743,ofis_metin_düzenleme,3,yorum sekmesini aç çözülen yorumu bul yeniden aç,"[""yorum"", ""sekmesini"", ""aç"", ""çözülen"", ""yorumu"", ""bul"", ""yeniden"", ""aç""]",8,,,
CK-1744,dosya_yazılım_geliştirme,3,değişkenler panelini aç hata satırını seç değeri kopyala,"[""değişkenler"", ""panelini"", ""aç"", ""hata"", ""satırını"", ""seç"", ""değeri"", ""kopyala""]",8,,,
CK-1765,temel_bilgisayar,3,paylaşım penceresini açıp alıcıyı yazarak gönder,"[""paylaşım"", ""penceresini"", ""açıp"", ""alıcıyı"", ""yazarak"", ""gönder""]",6,,,
CK-1766,tarayıcı_internet,3,arama sayfasına gidip sekmeleri kaydırarak haber sonucunu aç,"[""arama"", ""sayfasına"", ""gidip"", ""sekmeleri"", ""kaydırarak"", ""haber"", ""sonucunu"", ""aç""]",8,,,
CK-1770,tarayıcı_internet,3,video oynatıcıyı büyütüp altyazı menüsünü açarak türkçeyi seç,"[""video"", ""oynatıcıyı"", ""büyütüp"", ""altyazı"", ""menüsünü"", ""açarak"", ""türkçeyi"", ""seç""]",8,,,
CK-1773,temel_bilgisayar,3,klavye ayarını açıp yineleme gecikmesini artırarak kaydet,"[""klavye"", ""ayarını"", ""açıp"", ""yineleme"", ""gecikmesini"", ""artırarak"", ""kaydet""]",7,,,
CK-1774,tarayıcı_internet,3,site sertifikasını açıp ayrıntılar sekmesine geçerek bilgiyi kopyala,"[""site"", ""sertifikasını"", ""açıp"", ""ayrıntılar"", ""sekmesine"", ""geçerek"", ""bilgiyi"", ""kopyala""]",8,,,
CK-1790,tarayıcı_internet,2,bi arama kutusuna engelli erişimi yazıver sonuçları aç,"[""bi"", ""arama"", ""kutusuna"", ""engelli"", ""erişimi"", ""yazıver"", ""sonuçları"", ""aç""]",8,,,
CK-1817,dosya_yazılım_geliştirme,2,sanali ortamı silme değil ortamı seç etkinleştirme komutunu yaz,"[""sanali"", ""ortamı"", ""silme"", ""değil"", ""ortamı"", ""seç"", ""etkinleştirme"", ""komutunu"", ""yaz""]",9,,,
CK-1827,tarayıcı_internet,2,dosyayı indirme önce hedef klasörü seç sonra indir,"[""dosyayı"", ""indirme"", ""önce"", ""hedef"", ""klasörü"", ""seç"", ""sonra"", ""indir""]",8,,,
CK-1831,tarayıcı_internet,2,siteyi yenileme vazgeç arama kutusunu seç sorguyu yaz,"[""siteyi"", ""yenileme"", ""vazgeç"", ""arama"", ""kutusunu"", ""seç"", ""sorguyu"", ""yaz""]",8,,,
CK-1834,temel_bilgisayar,2,bu klasörü seçip yedek dizinine taşı,"[""bu"", ""klasörü"", ""seçip"", ""yedek"", ""dizinine"", ""taşı""]",6,,,
CK-1844,temel_bilgisayar,2,şuradaki cihazı seç bağlantıyı kes,"[""şuradaki"", ""cihazı"", ""seç"", ""bağlantıyı"", ""kes""]",5,,,
CK-1848,temel_bilgisayar,2,şu arşivi seç masaüstüne çıkar,"[""şu"", ""arşivi"", ""seç"", ""masaüstüne"", ""çıkar""]",5,,,
CK-1852,temel_bilgisayar,2,şuradaki ayarı aç değerini azalt,"[""şuradaki"", ""ayarı"", ""aç"", ""değerini"", ""azalt""]",5,,,
CK-1853,tarayıcı_internet,2,şu form alanına ad soyad yaz gönder,"[""şu"", ""form"", ""alanına"", ""ad"", ""soyad"", ""yaz"", ""gönder""]",7,,,
CK-1860,ofis_metin_düzenleme,2,rapor başlığına engelsiz bilgisayar kullanımı için multimodal komut sistemi yaz kaydet,"[""rapor"", ""başlığına"", ""engelsiz"", ""bilgisayar"", ""kullanımı"", ""için"", ""multimodal"", ""komut"", ""sistemi"", ""yaz"", ""kaydet""]",11,,,
CK-1862,dosya_yazılım_geliştirme,2,terminalde echo erişilebilir komut arayüzü testi yaz enter bas,"[""terminalde"", ""echo"", ""erişilebilir"", ""komut"", ""arayüzü"", ""testi"", ""yaz"", ""enter"", ""bas""]",9,,,
CK-1867,temel_bilgisayar,2,dosya adına erişilebilirlik deneyi sürüm iki yaz kaydet,"[""dosya"", ""adına"", ""erişilebilirlik"", ""deneyi"", ""sürüm"", ""iki"", ""yaz"", ""kaydet""]",8,,,
CK-1869,ofis_metin_düzenleme,2,başlık alanına eller serbest bilgisayar etkileşimi pilot çalışması yaz kaydet,"[""başlık"", ""alanına"", ""eller"", ""serbest"", ""bilgisayar"", ""etkileşimi"", ""pilot"", ""çalışması"", ""yaz"", ""kaydet""]",10,,,
CK-1873,dosya_yazılım_geliştirme,2,terminal satırına python train dot py eksi eksi model yeni yaz enter bas,"[""terminal"", ""satırına"", ""python"", ""train"", ""dot"", ""py"", ""eksi"", ""eksi"", ""model"", ""yeni"", ""yaz"", ""enter"", ""bas""]",13,,,
CK-1875,ofis_metin_düzenleme,2,açıklama kutusuna kullanıcı komutu yanlış söylediğinde sistem düzeltmeyi anlamalı yaz kaydet,"[""açıklama"", ""kutusuna"", ""kullanıcı"", ""komutu"", ""yanlış"", ""söylediğinde"", ""sistem"", ""düzeltmeyi"", ""anlamalı"", ""yaz"", ""kaydet""]",11,,,
CK-1876,dosya_yazılım_geliştirme,2,komut satırına git checkout tire b accessibility fix yaz enter bas,"[""komut"", ""satırına"", ""git"", ""checkout"", ""tire"", ""b"", ""accessibility"", ""fix"", ""yaz"", ""enter"", ""bas""]",11,,,
CK-1878,ofis_metin_düzenleme,3,metni seç kes hedef kutuya yapıştır,"[""metni"", ""seç"", ""kes"", ""hedef"", ""kutuya"", ""yapıştır""]",6,,,
CK-1879,temel_bilgisayar,3,dosyayı seç kes arşiv klasörüne yapıştır,"[""dosyayı"", ""seç"", ""kes"", ""arşiv"", ""klasörüne"", ""yapıştır""]",6,,,
CK-1890,tarayıcı_internet,3,pdf bağlantısını bul dosyayı indir klasörde göster,"[""pdf"", ""bağlantısını"", ""bul"", ""dosyayı"", ""indir"", ""klasörde"", ""göster""]",7,,,
CK-1892,temel_bilgisayar,3,imleç boyutunu artır kontrast değerini artır ayarı kaydet,"[""imleç"", ""boyutunu"", ""artır"", ""kontrast"", ""değerini"", ""artır"", ""ayarı"", ""kaydet""]",8,,,
CK-1898,temel_bilgisayar,3,büyük düğme modunu aç onay düğmesini seç tıkla,"[""büyük"", ""düğme"", ""modunu"", ""aç"", ""onay"", ""düğmesini"", ""seç"", ""tıkla""]",8,,,
CK-1901,temel_bilgisayar,3,alternatif giriş ayarını aç anahtar tarama modunu seç aç,"[""alternatif"", ""giriş"", ""ayarını"", ""aç"", ""anahtar"", ""tarama"", ""modunu"", ""seç"", ""aç""]",9,,,
CK-1905,ofis_metin_düzenleme,3,vörd belgesinde yazdır menüsünü aç sayfa aralığını yaz yazdırı tıkla,"[""vörd"", ""belgesinde"", ""yazdır"", ""menüsünü"", ""aç"", ""sayfa"", ""aralığını"", ""yaz"", ""yazdırı"", ""tıkla""]",10,,,
CK-1913,ofis_metin_düzenleme,2,belgeyi yazdır dur belgeyi yazdırma önizlemeyi aç yalnızca iki sayfayı yazdır,"[""belgeyi"", ""yazdır"", ""dur"", ""belgeyi"", ""yazdırma"", ""önizlemeyi"", ""aç"", ""yalnızca"", ""iki"", ""sayfayı"", ""yazdır""]",11,,,
CK-1914,tarayıcı_internet,2,dosyayı yükle yok hayır önce açıklama alanına metin yaz sonra dosyayı yükle,"[""dosyayı"", ""yükle"", ""yok"", ""hayır"", ""önce"", ""açıklama"", ""alanına"", ""metin"", ""yaz"", ""sonra"", ""dosyayı"", ""yükle""]",12,,,
CK-1915,ofis_metin_düzenleme,3,satırı kes vazgeç satırı seç satırı kopyala alta yapıştır,"[""satırı"", ""kes"", ""vazgeç"", ""satırı"", ""seç"", ""satırı"", ""kopyala"", ""alta"", ""yapıştır""]",9,,,
CK-1923,tarayıcı_internet,3,ya bi şu pdfyi indir sonra indirmeyi yinele ve klasörde göster,"[""ya"", ""bi"", ""şu"", ""pdfyi"", ""indir"", ""sonra"", ""indirmeyi"", ""yinele"", ""ve"", ""klasörde"", ""göster""]",11,,,
CK-1927,temel_bilgisayar,3,ekran klavyesini aç boşluk tuşuna bas yazı boyutunu büyüt,"[""ekran"", ""klavyesini"", ""aç"", ""boşluk"", ""tuşuna"", ""bas"", ""yazı"", ""boyutunu"", ""büyüt""]",9,,,
CK-1929,tarayıcı_internet,3,drive sayfasını açıp dosya ekle düğmesine basarak raporu yükle,"[""drive"", ""sayfasını"", ""açıp"", ""dosya"", ""ekle"", ""düğmesine"", ""basarak"", ""raporu"", ""yükle""]",9,,,
CK-1932,tarayıcı_internet,3,izinler panelini aç kamera iznini değiştir açılır menüyü kapat,"[""izinler"", ""panelini"", ""aç"", ""kamera"", ""iznini"", ""değiştir"", ""açılır"", ""menüyü"", ""kapat""]",9,,,
CK-1933,dosya_yazılım_geliştirme,2,komutu çalıştır yok hayır komut satırını seç komut satırını değiştir,"[""komutu"", ""çalıştır"", ""yok"", ""hayır"", ""komut"", ""satırını"", ""seç"", ""komut"", ""satırını"", ""değiştir""]",10,,,
CK-1962,ofis_metin_düzenleme,3,not satırını kesip açıklama alanına taşıyarak araya boşluk ekle,"[""not"", ""satırını"", ""kesip"", ""açıklama"", ""alanına"", ""taşıyarak"", ""araya"", ""boşluk"", ""ekle""]",9,,,
CK-1969,dosya_yazılım_geliştirme,3,repo ayarlarını aç varsayılan branchi değiştir değişikliği kaydet,"[""repo"", ""ayarlarını"", ""aç"", ""varsayılan"", ""branchi"", ""değiştir"", ""değişikliği"", ""kaydet""]",8,,,
CK-1973,dosya_yazılım_geliştirme,2,program çıktısını seç kesme çıktı metnini kopyala loga yapıştır,"[""program"", ""çıktısını"", ""seç"", ""kesme"", ""çıktı"", ""metnini"", ""kopyala"", ""loga"", ""yapıştır""]",9,,,
CK-1981,tarayıcı_internet,3,ya bi formu aşağı kaydır ek dosyayı yükle gönderme bekle,"[""ya"", ""bi"", ""formu"", ""aşağı"", ""kaydır"", ""ek"", ""dosyayı"", ""yükle"", ""gönderme"", ""bekle""]",10,,,
CK-1984,dosya_yazılım_geliştirme,3,terminal çıktısını indir rapor adını hata yap raporu yükle,"[""terminal"", ""çıktısını"", ""indir"", ""rapor"", ""adını"", ""hata"", ""yap"", ""raporu"", ""yükle""]",9,,,
CK-1988,dosya_yazılım_geliştirme,3,proje arşivini indir çıkarma işlemini uygula klasörü yeniden adlandır,"[""proje"", ""arşivini"", ""indir"", ""çıkarma"", ""işlemini"", ""uygula"", ""klasörü"", ""yeniden"", ""adlandır""]",9,,,
CK-1992,ofis_metin_düzenleme,2,çıktı ayarlarında ölçeği azaltarak iki kopya yazdır,"[""çıktı"", ""ayarlarında"", ""ölçeği"", ""azaltarak"", ""iki"", ""kopya"", ""yazdır""]",7,,,
CK-1993,temel_bilgisayar,3,ses seviyesini artır mikrofon kazancını azalt denetimi kapat,"[""ses"", ""seviyesini"", ""artır"", ""mikrofon"", ""kazancını"", ""azalt"", ""denetimi"", ""kapat""]",8,,,
CK-2005,temel_bilgisayar,3,ses ayarlarını aç ardından mikrofon kazancını artır sonra uygulama sesini azalt,"[""ses"", ""ayarlarını"", ""aç"", ""ardından"", ""mikrofon"", ""kazancını"", ""artır"", ""sonra"", ""uygulama"", ""sesini"", ""azalt""]",11,,,
CK-2020,temel_bilgisayar,3,başlat aramasını aç ekran okuyucu yaz entera bas,"[""başlat"", ""aramasını"", ""aç"", ""ekran"", ""okuyucu"", ""yaz"", ""entera"", ""bas""]",8,,,
CK-2022,temel_bilgisayar,3,ses mikserini açıp tarayıcı sesini azaltıp ekran okuyucu sesini artır,"[""ses"", ""mikserini"", ""açıp"", ""tarayıcı"", ""sesini"", ""azaltıp"", ""ekran"", ""okuyucu"", ""sesini"", ""artır""]",10,,,
CK-2023,temel_bilgisayar,2,klasörü kapatma dur klasör adını toplantı yap klasörü belgeler içine taşı,"[""klasörü"", ""kapatma"", ""dur"", ""klasör"", ""adını"", ""toplantı"", ""yap"", ""klasörü"", ""belgeler"", ""içine"", ""taşı""]",11,,,
CK-2025,temel_bilgisayar,3,ekran görüntüsü aracını aç dikdörtgen alanı seç görüntüyü kaydet,"[""ekran"", ""görüntüsü"", ""aracını"", ""aç"", ""dikdörtgen"", ""alanı"", ""seç"", ""görüntüyü"", ""kaydet""]",9,,,
CK-2026,temel_bilgisayar,3,dosyya özelliklerini aç salt okunur seçeneğini değiştr uygulayı kaydet,"[""dosyya"", ""özelliklerini"", ""aç"", ""salt"", ""okunur"", ""seçeneğini"", ""değiştr"", ""uygulayı"", ""kaydet""]",9,,,
CK-2028,tarayıcı_internet,3,gogıl drayvı aç sonra hakem raporunu yügle ve paylaşım linkini koypala,"[""gogıl"", ""drayvı"", ""aç"", ""sonra"", ""hakem"", ""raporunu"", ""yügle"", ""ve"", ""paylaşım"", ""linkini"", ""koypala""]",11,,,
CK-2030,tarayıcı_internet,3,pdf bağlantısını açıp makaleyi indirip indirmeyi yinele,"[""pdf"", ""bağlantısını"", ""açıp"", ""makaleyi"", ""indirip"", ""indirmeyi"", ""yinele""]",7,,,
CK-2031,tarayıcı_internet,3,pdfde üçüncü sayfaya kaydır imza alanını bul görünümü büyüt,"[""pdfde"", ""üçüncü"", ""sayfaya"", ""kaydır"", ""imza"", ""alanını"", ""bul"", ""görünümü"", ""büyüt""]",9,,,
CK-2032,tarayıcı_internet,2,sayfayı yazdırma yok sayfayı pdf olarak indir sonra dosya adını başvuru yap,"[""sayfayı"", ""yazdırma"", ""yok"", ""sayfayı"", ""pdf"", ""olarak"", ""indir"", ""sonra"", ""dosya"", ""adını"", ""başvuru"", ""yap""]",12,,,
CK-2037,tarayıcı_internet,3,şey önceki sekmeye geç lütfen sayfada aşağı in indir düğmesini bul,"[""şey"", ""önceki"", ""sekmeye"", ""geç"", ""lütfen"", ""sayfada"", ""aşağı"", ""in"", ""indir"", ""düğmesini"", ""bul""]",11,,,
CK-2038,tarayıcı_internet,3,yükleme penceresini açarak ek dosyayı seçip sisteme yükle,"[""yükleme"", ""penceresini"", ""açarak"", ""ek"", ""dosyayı"", ""seçip"", ""sisteme"", ""yükle""]",8,,,
CK-2049,tarayıcı_internet,3,hadi erişilebilirlik araması yap sonra resmi kılavuz sonucunu bul sonucu aç,"[""hadi"", ""erişilebilirlik"", ""araması"", ""yap"", ""sonra"", ""resmi"", ""kılavuz"", ""sonucunu"", ""bul"", ""sonucu"", ""aç""]",11,,,
CK-2055,ofis_metin_düzenleme,3,giriş paragrafını seç paragrafı kes özet bölümüne yapıştır,"[""giriş"", ""paragrafını"", ""seç"", ""paragrafı"", ""kes"", ""özet"", ""bölümüne"", ""yapıştır""]",8,,,
CK-2063,ofis_metin_düzenleme,3,kaynakça bölümünü aç eksik doi satırını bul doi bilgisini yaz,"[""kaynakça"", ""bölümünü"", ""aç"", ""eksik"", ""doi"", ""satırını"", ""bul"", ""doi"", ""bilgisini"", ""yaz""]",10,,,
CK-2064,ofis_metin_düzenleme,4,formül hücresini seç formülü kopyala alt hücrelere yapıştır işlemi yinele,"[""formül"", ""hücresini"", ""seç"", ""formülü"", ""kopyala"", ""alt"", ""hücrelere"", ""yapıştır"", ""işlemi"", ""yinele""]",10,,,
CK-2069,ofis_metin_düzenleme,3,yazı tipi panelini aç puntoyu azalt taslak çıktıyı yazdır,"[""yazı"", ""tipi"", ""panelini"", ""aç"", ""puntoyu"", ""azalt"", ""taslak"", ""çıktıyı"", ""yazdır""]",9,,,
CK-2071,ofis_metin_düzenleme,3,belgeyi aç şablon ekini indir düzenlenmiş belgeyi yükle,"[""belgeyi"", ""aç"", ""şablon"", ""ekini"", ""indir"", ""düzenlenmiş"", ""belgeyi"", ""yükle""]",8,,,
CK-2072,ofis_metin_düzenleme,3,hücre aralığını seç sıralamayı uygula filtre değerini değiştir,"[""hücre"", ""aralığını"", ""seç"", ""sıralamayı"", ""uygula"", ""filtre"", ""değerini"", ""değiştir""]",8,,,
CK-2073,ofis_metin_düzenleme,2,grafiği yazdırma grafiği görsel olarak indir sonra adını grafik final yap,"[""grafiği"", ""yazdırma"", ""grafiği"", ""görsel"", ""olarak"", ""indir"", ""sonra"", ""adını"", ""grafik"", ""final"", ""yap""]",11,,,
CK-2085,dosya_yazılım_geliştirme,3,docker panelini açıp imajı indirip çalıştırmayı yinele,"[""docker"", ""panelini"", ""açıp"", ""imajı"", ""indirip"", ""çalıştırmayı"", ""yinele""]",7,,,
CK-2087,dosya_yazılım_geliştirme,3,git panelini aç commit mesajı yaz commit gönder,"[""git"", ""panelini"", ""aç"", ""commit"", ""mesajı"", ""yaz"", ""commit"", ""gönder""]",8,,,
CK-2089,dosya_yazılım_geliştirme,3,ya dosya ağacına geç bi env dosyasını bul sonra dosyayı aç,"[""ya"", ""dosya"", ""ağacına"", ""geç"", ""bi"", ""env"", ""dosyasını"", ""bul"", ""sonra"", ""dosyayı"", ""aç""]",11,,,
CK-2090,dosya_yazılım_geliştirme,3,debug panelini aç izleme seviyesini artır log ayrıntısını azalt,"[""debug"", ""panelini"", ""aç"", ""izleme"", ""seviyesini"", ""artır"", ""log"", ""ayrıntısını"", ""azalt""]",9,,,
CK-2091,dosya_yazılım_geliştirme,3,npm run build yaz entera bas başarısızsa tekrar yap,"[""npm"", ""run"", ""build"", ""yaz"", ""entera"", ""bas"", ""başarısızsa"", ""tekrar"", ""yap""]",9,,,
CK-2092,dosya_yazılım_geliştirme,3,kod bloğunu seçip keserek yardımcı dosyaya yapıştır,"[""kod"", ""bloğunu"", ""seçip"", ""keserek"", ""yardımcı"", ""dosyaya"", ""yapıştır""]",7,,,
CK-2094,dosya_yazılım_geliştirme,3,hatalı import satırını bul modül yolunu değiştir dosyayı kaydet,"[""hatalı"", ""import"", ""satırını"", ""bul"", ""modül"", ""yolunu"", ""değiştir"", ""dosyayı"", ""kaydet""]",9,,,
CK-2114,temel_bilgisayar,3,ekran kilavyesini aç büyütec seviyesini kücült bildirimleri kapat,"[""ekran"", ""kilavyesini"", ""aç"", ""büyütec"", ""seviyesini"", ""kücült"", ""bildirimleri"", ""kapat""]",8,,,
CK-2119,temel_bilgisayar,3,bluetoothu kapat yok hayır wifi panelini aç ev ağını seç bağlan düğmesine tıkla,"[""bluetoothu"", ""kapat"", ""yok"", ""hayır"", ""wifi"", ""panelini"", ""aç"", ""ev"", ""ağını"", ""seç"", ""bağlan"", ""düğmesine"", ""tıkla""]",13,,,
CK-2121,temel_bilgisayar,3,ayarlar uygulamasını aç erişilebilirlik bölümüne git imleç boyutunu artır,"[""ayarlar"", ""uygulamasını"", ""aç"", ""erişilebilirlik"", ""bölümüne"", ""git"", ""imleç"", ""boyutunu"", ""artır""]",9,,,
CK-2124,temel_bilgisayar,3,başlatı açıp güç menüsüne giderek yeniden başlat seçeneğini seç,"[""başlatı"", ""açıp"", ""güç"", ""menüsüne"", ""giderek"", ""yeniden"", ""başlat"", ""seçeneğini"", ""seç""]",9,,,
CK-2130,tarayıcı_internet,3,yeni sekme oluştur adres çubuğuna e devlet yaz arama sonucunu aç,"[""yeni"", ""sekme"", ""oluştur"", ""adres"", ""çubuğuna"", ""e"", ""devlet"", ""yaz"", ""arama"", ""sonucunu"", ""aç""]",11,,,
CK-2132,tarayıcı_internet,2,kamerayı açma mikrofon iznini aç toplantı linkine git,"[""kamerayı"", ""açma"", ""mikrofon"", ""iznini"", ""aç"", ""toplantı"", ""linkine"", ""git""]",8,,,
CK-2134,tarayıcı_internet,3,indirme sayfasını aç en son indirilen dosyayı seç klasörde göster düğmesine tıkla,"[""indirme"", ""sayfasını"", ""aç"", ""en"", ""son"", ""indirilen"", ""dosyayı"", ""seç"", ""klasörde"", ""göster"", ""düğmesine"", ""tıkla""]",12,,,
CK-2138,tarayıcı_internet,3,formu gönderme önce telefon alanını seç numarayı yaz sonra gönder,"[""formu"", ""gönderme"", ""önce"", ""telefon"", ""alanını"", ""seç"", ""numarayı"", ""yaz"", ""sonra"", ""gönder""]",10,,,
CK-2140,tarayıcı_internet,3,tarayıcı geçmişini aç dün yazan kaydı bul seç,"[""tarayıcı"", ""geçmişini"", ""aç"", ""dün"", ""yazan"", ""kaydı"", ""bul"", ""seç""]",8,,,
CK-2142,tarayıcı_internet,3,pdf görüntüleyiciyi aç sayfayı büyüt arama kutusuna imza yaz,"[""pdf"", ""görüntüleyiciyi"", ""aç"", ""sayfayı"", ""büyüt"", ""arama"", ""kutusuna"", ""imza"", ""yaz""]",9,,,
CK-2150,tarayıcı_internet,2,dosyayı indir hayır önizlemeyi aç sayfa görünümünü büyüt,"[""dosyayı"", ""indir"", ""hayır"", ""önizlemeyi"", ""aç"", ""sayfa"", ""görünümünü"", ""büyüt""]",8,,,
CK-2151,tarayıcı_internet,3,tarayıcı izinlerini aş bildirim iznini kapad sayfayı yenile,"[""tarayıcı"", ""izinlerini"", ""aş"", ""bildirim"", ""iznini"", ""kapad"", ""sayfayı"", ""yenile""]",8,,,
CK-2158,ofis_metin_düzenleme,4,vörd dosyasını aç giriş paragrafını seç italik yap kaydet,"[""vörd"", ""dosyasını"", ""aç"", ""giriş"", ""paragrafını"", ""seç"", ""italik"", ""yap"", ""kaydet""]",9,,,
CK-2161,ofis_metin_düzenleme,4,belgede öğrenci adını bul soyadını seç kes yeni satıra yapıştır,"[""belgede"", ""öğrenci"", ""adını"", ""bul"", ""soyadını"", ""seç"", ""kes"", ""yeni"", ""satıra"", ""yapıştır""]",10,,,
CK-2164,ofis_metin_düzenleme,4,ekseli aç c sütununu seç filtreyi değişdir sonuçları yazdır,"[""ekseli"", ""aç"", ""c"", ""sütununu"", ""seç"", ""filtreyi"", ""değişdir"", ""sonuçları"", ""yazdır""]",9,,,
CK-2168,ofis_metin_düzenleme,3,grafiği seçip veri aralığını değiştirerek çalışma kitabını kaydet,"[""grafiği"", ""seçip"", ""veri"", ""aralığını"", ""değiştirerek"", ""çalışma"", ""kitabını"", ""kaydet""]",8,,,
CK-2184,dosya_yazılım_geliştirme,4,git panelini aç değişen dosyaları seç commit mesajını yaz gönder,"[""git"", ""panelini"", ""aç"", ""değişen"", ""dosyaları"", ""seç"", ""commit"", ""mesajını"", ""yaz"", ""gönder""]",10,,,
CK-2191,dosya_yazılım_geliştirme,2,ııı vscode terminalinde son komutu yinele sonra çıktıyı kopyala,"[""ııı"", ""vscode"", ""terminalinde"", ""son"", ""komutu"", ""yinele"", ""sonra"", ""çıktıyı"", ""kopyala""]",9,,,
CK-2195,dosya_yazılım_geliştirme,4,terminale giti statüs yaz değişen dosyaları seç komiti gönder,"[""terminale"", ""giti"", ""statüs"", ""yaz"", ""değişen"", ""dosyaları"", ""seç"", ""komiti"", ""gönder""]",9,,,
CK-2196,dosya_yazılım_geliştirme,4,kaynak klasörü aç eski raporu seç sil yeni raporu yapıştır,"[""kaynak"", ""klasörü"", ""aç"", ""eski"", ""raporu"", ""seç"", ""sil"", ""yeni"", ""raporu"", ""yapıştır""]",10,,,
CK-2203,temel_bilgisayar,3,ya şu sağdaki pencereyi seç ekran okuyucuyu aç bir de sesi biraz artır,"[""ya"", ""şu"", ""sağdaki"", ""pencereyi"", ""seç"", ""ekran"", ""okuyucuyu"", ""aç"", ""bir"", ""de"", ""sesi"", ""biraz"", ""artır""]",13,,,
CK-2209,temel_bilgisayar,3,görev çubuğundaki ses simgesini aç mikrofon girişini seç seviyeyi azalt,"[""görev"", ""çubuğundaki"", ""ses"", ""simgesini"", ""aç"", ""mikrofon"", ""girişini"", ""seç"", ""seviyeyi"", ""azalt""]",10,,,
CK-2211,temel_bilgisayar,2,şu an imleç çok küçük büyüteci aç ekranı yüzde yüz elliye büyütür müsün,"[""şu"", ""an"", ""imleç"", ""çok"", ""küçük"", ""büyüteci"", ""aç"", ""ekranı"", ""yüzde"", ""yüz"", ""elliye"", ""büyütür"", ""müsün""]",13,,,
CK-2227,temel_bilgisayar,2,tamam bu pencere kalsın diğer monitördeki tarafa geç oradaki ayarlar kutusunu kapat,"[""tamam"", ""bu"", ""pencere"", ""kalsın"", ""diğer"", ""monitördeki"", ""tarafa"", ""geç"", ""oradaki"", ""ayarlar"", ""kutusunu"", ""kapat""]",12,,,
CK-2230,tarayıcı_internet,3,şu arama sonucunu aç bakalım üçüncü bağlantıya tıkla sayfayı biraz aşağı kaydır,"[""şu"", ""arama"", ""sonucunu"", ""aç"", ""bakalım"", ""üçüncü"", ""bağlantıya"", ""tıkla"", ""sayfayı"", ""biraz"", ""aşağı"", ""kaydır""]",12,,,
CK-2242,tarayıcı_internet,4,formu doldururken ad alanını seçip Ali yaz soyad alanına geçip Yılmaz yaz,"[""formu"", ""doldururken"", ""ad"", ""alanını"", ""seçip"", ""Ali"", ""yaz"", ""soyad"", ""alanına"", ""geçip"", ""Yılmaz"", ""yaz""]",12,,,
CK-2243,tarayıcı_internet,3,YouTube arama kutusuna tıklar mısın Python döngüler yaz ilk videoyu aç,"[""YouTube"", ""arama"", ""kutusuna"", ""tıklar"", ""mısın"", ""Python"", ""döngüler"", ""yaz"", ""ilk"", ""videoyu"", ""aç""]",11,,,
CK-2246,tarayıcı_internet,3,bu sekmeyi şimdilik kapat diğer açık sekmeye geç oradaki dosyayı indir,"[""bu"", ""sekmeyi"", ""şimdilik"", ""kapat"", ""diğer"", ""açık"", ""sekmeye"", ""geç"", ""oradaki"", ""dosyayı"", ""indir""]",11,,,
CK-2258,ofis_metin_düzenleme,3,bak bu yorum balonunu aç cevaba tamamdır yaz gönder,"[""bak"", ""bu"", ""yorum"", ""balonunu"", ""aç"", ""cevaba"", ""tamamdır"", ""yaz"", ""gönder""]",9,,,
CK-2262,ofis_metin_düzenleme,3,vörd belgesini aç başlığı seç altına bosluk koy,"[""vörd"", ""belgesini"", ""aç"", ""başlığı"", ""seç"", ""altına"", ""bosluk"", ""koy""]",8,,,
CK-2284,dosya_yazılım_geliştirme,3,Git panelini aç değişen dosyayı seç commit mesajına ilk sürüm yaz,"[""Git"", ""panelini"", ""aç"", ""değişen"", ""dosyayı"", ""seç"", ""commit"", ""mesajına"", ""ilk"", ""sürüm"", ""yaz""]",11,,,
