id,domain,task_count,raw_command,token_index,token,annotator_boundary_label,annotator_task_token_label,annotator_note
CK-1425,dosya_yazılım_geliştirme,2,kod satırını kes vazgeç kod satırını kopyala yeni dosyaya yapıştır,3,vazgeç,,,
CK-1425,dosya_yazılım_geliştirme,2,kod satırını kes vazgeç kod satırını kopyala yeni dosyaya yapıştır,4,kod,,,
CK-1425,dosya_yazılım_geliştirme,2,kod satırını kes vazgeç kod satırını kopyala yeni dosyaya yapıştır,5,satırını,,,
CK-1425,dosya_yazılım_geliştirme,2,kod satırını kes vazgeç kod satırını kopyala yeni dosyaya yapıştır,6,kopyala,,,
CK-1425,dosya_yazılım_geliştirme,2,kod satırını kes vazgeç kod satırını kopyala yeni dosyaya yapıştır,7,yeni,,,
CK-1425,dosya_yazılım_geliştirme,2,kod satırını kes vazgeç kod satırını kopyala yeni dosyaya yapıştır,8,dosyaya,,,
CK-1425,dosya_yazılım_geliştirme,2,kod satırını kes vazgeç kod satırını kopyala yeni dosyaya yapıştır,9,yapıştır,,,
CK-1426,tarayıcı_internet,2,pdfyi indir şey yok hedef klasörü seç pdfyi indir,0,pdfyi,,,
CK-1426,tarayıcı_internet,2,pdfyi indir şey yok hedef klasörü seç pdfyi indir,1,indir,,,
CK-1426,tarayıcı_internet,2,pdfyi indir şey yok hedef klasörü seç pdfyi indir,2,şey,,,
CK-1426,tarayıcı_internet,2,pdfyi indir şey yok hedef klasörü seç pdfyi indir,3,yok,,,
CK-1426,tarayıcı_internet,2,pdfyi indir şey yok hedef klasörü seç pdfyi indir,4,hedef,,,
CK-1426,tarayıcı_internet,2,pdfyi indir şey yok hedef klasörü seç pdfyi indir,5,klasörü,,,
CK-1426,tarayıcı_internet,2,pdfyi indir şey yok hedef klasörü seç pdfyi indir,6,seç,,,
CK-1426,tarayıcı_internet,2,pdfyi indir şey yok hedef klasörü seç pdfyi indir,7,pdfyi,,,
CK-1426,tarayıcı_internet,2,pdfyi indir şey yok hedef klasörü seç pdfyi indir,8,indir,,,
CK-1429,temel_bilgisayar,2,programı kaldırma dur programı seç güncelle düğmesine tıkla,0,programı,,,
CK-1429,temel_bilgisayar,2,programı kaldırma dur programı seç güncelle düğmesine tıkla,1,kaldırma,,,
CK-1429,temel_bilgisayar,2,programı kaldırma dur programı seç güncelle düğmesine tıkla,2,dur,,,
CK-1429,temel_bilgisayar,2,programı kaldırma dur programı seç güncelle düğmesine tıkla,3,programı,,,
CK-1429,temel_bilgisayar,2,programı kaldırma dur programı seç güncelle düğmesine tıkla,4,seç,,,
CK-1429,temel_bilgisayar,2,programı kaldırma dur programı seç güncelle düğmesine tıkla,5,güncelle,,,
CK-1429,temel_bilgisayar,2,programı kaldırma dur programı seç güncelle düğmesine tıkla,6,düğmesine,,,
CK-1429,temel_bilgisayar,2,programı kaldırma dur programı seç güncelle düğmesine tıkla,7,tıkla,,,
CK-1431,temel_bilgisayar,2,klasörü açma yok hayır klasörü seç klasörü yeniden adlandır,0,klasörü,,,
CK-1431,temel_bilgisayar,2,klasörü açma yok hayır klasörü seç klasörü yeniden adlandır,1,açma,,,
CK-1431,temel_bilgisayar,2,klasörü açma yok hayır klasörü seç klasörü yeniden adlandır,2,yok,,,
CK-1431,temel_bilgisayar,2,klasörü açma yok hayır klasörü seç klasörü yeniden adlandır,3,hayır,,,
CK-1431,temel_bilgisayar,2,klasörü açma yok hayır klasörü seç klasörü yeniden adlandır,4,klasörü,,,
CK-1431,temel_bilgisayar,2,klasörü açma yok hayır klasörü seç klasörü yeniden adlandır,5,seç,,,
CK-1431,temel_bilgisayar,2,klasörü açma yok hayır klasörü seç klasörü yeniden adlandır,6,klasörü,,,
CK-1431,temel_bilgisayar,2,klasörü açma yok hayır klasörü seç klasörü yeniden adlandır,7,yeniden,,,
CK-1431,temel_bilgisayar,2,klasörü açma yok hayır klasörü seç klasörü yeniden adlandır,8,adlandır,,,
CK-1432,tarayıcı_internet,2,arama isteğini gönder dur sorguyu değiştir arama isteğini gönder,0,arama,,,
CK-1432,tarayıcı_internet,2,arama isteğini gönder dur sorguyu değiştir arama isteğini gönder,1,isteğini,,,
CK-1432,tarayıcı_internet,2,arama isteğini gönder dur sorguyu değiştir arama isteğini gönder,2,gönder,,,
CK-1432,tarayıcı_internet,2,arama isteğini gönder dur sorguyu değiştir arama isteğini gönder,3,dur,,,
CK-1432,tarayıcı_internet,2,arama isteğini gönder dur sorguyu değiştir arama isteğini gönder,4,sorguyu,,,
CK-1432,tarayıcı_internet,2,arama isteğini gönder dur sorguyu değiştir arama isteğini gönder,5,değiştir,,,
CK-1432,tarayıcı_internet,2,arama isteğini gönder dur sorguyu değiştir arama isteğini gönder,6,arama,,,
CK-1432,tarayıcı_internet,2,arama isteğini gönder dur sorguyu değiştir arama isteğini gönder,7,isteğini,,,
CK-1432,tarayıcı_internet,2,arama isteğini gönder dur sorguyu değiştir arama isteğini gönder,8,gönder,,,
CK-1433,ofis_metin_düzenleme,2,slaytı sil yok hayır slaytı seç slaytı çoğalt,0,slaytı,,,
CK-1433,ofis_metin_düzenleme,2,slaytı sil yok hayır slaytı seç slaytı çoğalt,1,sil,,,
CK-1433,ofis_metin_düzenleme,2,slaytı sil yok hayır slaytı seç slaytı çoğalt,2,yok,,,
CK-1433,ofis_metin_düzenleme,2,slaytı sil yok hayır slaytı seç slaytı çoğalt,3,hayır,,,
CK-1433,ofis_metin_düzenleme,2,slaytı sil yok hayır slaytı seç slaytı çoğalt,4,slaytı,,,
CK-1433,ofis_metin_düzenleme,2,slaytı sil yok hayır slaytı seç slaytı çoğalt,5,seç,,,
CK-1433,ofis_metin_düzenleme,2,slaytı sil yok hayır slaytı seç slaytı çoğalt,6,slaytı,,,
CK-1433,ofis_metin_düzenleme,2,slaytı sil yok hayır slaytı seç slaytı çoğalt,7,çoğalt,,,
CK-1434,dosya_yazılım_geliştirme,2,scripti çalıştırma dur script dosyasını aç script satırını bul,0,scripti,,,
CK-1434,dosya_yazılım_geliştirme,2,scripti çalıştırma dur script dosyasını aç script satırını bul,1,çalıştırma,,,
CK-1434,dosya_yazılım_geliştirme,2,scripti çalıştırma dur script dosyasını aç script satırını bul,2,dur,,,
CK-1434,dosya_yazılım_geliştirme,2,scripti çalıştırma dur script dosyasını aç script satırını bul,3,script,,,
CK-1434,dosya_yazılım_geliştirme,2,scripti çalıştırma dur script dosyasını aç script satırını bul,4,dosyasını,,,
CK-1434,dosya_yazılım_geliştirme,2,scripti çalıştırma dur script dosyasını aç script satırını bul,5,aç,,,
CK-1434,dosya_yazılım_geliştirme,2,scripti çalıştırma dur script dosyasını aç script satırını bul,6,script,,,
CK-1434,dosya_yazılım_geliştirme,2,scripti çalıştırma dur script dosyasını aç script satırını bul,7,satırını,,,
CK-1434,dosya_yazılım_geliştirme,2,scripti çalıştırma dur script dosyasını aç script satırını bul,8,bul,,,
CK-1437,tarayıcı_internet,2,mesajı silme dur mesajı seç mesajı arşive taşı,0,mesajı,,,
CK-1437,tarayıcı_internet,2,mesajı silme dur mesajı seç mesajı arşive taşı,1,silme,,,
CK-1437,tarayıcı_internet,2,mesajı silme dur mesajı seç mesajı arşive taşı,2,dur,,,
CK-1437,tarayıcı_internet,2,mesajı silme dur mesajı seç mesajı arşive taşı,3,mesajı,,,
CK-1437,tarayıcı_internet,2,mesajı silme dur mesajı seç mesajı arşive taşı,4,seç,,,
CK-1437,tarayıcı_internet,2,mesajı silme dur mesajı seç mesajı arşive taşı,5,mesajı,,,
CK-1437,tarayıcı_internet,2,mesajı silme dur mesajı seç mesajı arşive taşı,6,arşive,,,
CK-1437,tarayıcı_internet,2,mesajı silme dur mesajı seç mesajı arşive taşı,7,taşı,,,
CK-1440,tarayıcı_internet,2,son maili açma şey yok gelen kutusuna git son maili seç,0,son,,,
CK-1440,tarayıcı_internet,2,son maili açma şey yok gelen kutusuna git son maili seç,1,maili,,,
CK-1440,tarayıcı_internet,2,son maili açma şey yok gelen kutusuna git son maili seç,2,açma,,,
CK-1440,tarayıcı_internet,2,son maili açma şey yok gelen kutusuna git son maili seç,3,şey,,,
CK-1440,tarayıcı_internet,2,son maili açma şey yok gelen kutusuna git son maili seç,4,yok,,,
CK-1440,tarayıcı_internet,2,son maili açma şey yok gelen kutusuna git son maili seç,5,gelen,,,
CK-1440,tarayıcı_internet,2,son maili açma şey yok gelen kutusuna git son maili seç,6,kutusuna,,,
CK-1440,tarayıcı_internet,2,son maili açma şey yok gelen kutusuna git son maili seç,7,git,,,
CK-1440,tarayıcı_internet,2,son maili açma şey yok gelen kutusuna git son maili seç,8,son,,,
CK-1440,tarayıcı_internet,2,son maili açma şey yok gelen kutusuna git son maili seç,9,maili,,,
CK-1440,tarayıcı_internet,2,son maili açma şey yok gelen kutusuna git son maili seç,10,seç,,,
CK-1448,dosya_yazılım_geliştirme,4,repo klasörüne git changelog dosyasını bul aç sürüm yaz,0,repo,,,
CK-1448,dosya_yazılım_geliştirme,4,repo klasörüne git changelog dosyasını bul aç sürüm yaz,1,klasörüne,,,
CK-1448,dosya_yazılım_geliştirme,4,repo klasörüne git changelog dosyasını bul aç sürüm yaz,2,git,,,
CK-1448,dosya_yazılım_geliştirme,4,repo klasörüne git changelog dosyasını bul aç sürüm yaz,3,changelog,,,
CK-1448,dosya_yazılım_geliştirme,4,repo klasörüne git changelog dosyasını bul aç sürüm yaz,4,dosyasını,,,
CK-1448,dosya_yazılım_geliştirme,4,repo klasörüne git changelog dosyasını bul aç sürüm yaz,5,bul,,,
CK-1448,dosya_yazılım_geliştirme,4,repo klasörüne git changelog dosyasını bul aç sürüm yaz,6,aç,,,
CK-1448,dosya_yazılım_geliştirme,4,repo klasörüne git changelog dosyasını bul aç sürüm yaz,7,sürüm,,,
CK-1448,dosya_yazılım_geliştirme,4,repo klasörüne git changelog dosyasını bul aç sürüm yaz,8,yaz,,,
CK-1451,temel_bilgisayar,4,masaüstüne geç klasörü bul aç dosyayı seç,0,masaüstüne,,,
CK-1451,temel_bilgisayar,4,masaüstüne geç klasörü bul aç dosyayı seç,1,geç,,,
CK-1451,temel_bilgisayar,4,masaüstüne geç klasörü bul aç dosyayı seç,2,klasörü,,,
CK-1451,temel_bilgisayar,4,masaüstüne geç klasörü bul aç dosyayı seç,3,bul,,,
CK-1451,temel_bilgisayar,4,masaüstüne geç klasörü bul aç dosyayı seç,4,aç,,,
CK-1451,temel_bilgisayar,4,masaüstüne geç klasörü bul aç dosyayı seç,5,dosyayı,,,
CK-1451,temel_bilgisayar,4,masaüstüne geç klasörü bul aç dosyayı seç,6,seç,,,
CK-1452,tarayıcı_internet,4,sayfayı aç aşağı in tabloyu bul satırı kopyala,0,sayfayı,,,
CK-1452,tarayıcı_internet,4,sayfayı aç aşağı in tabloyu bul satırı kopyala,1,aç,,,
CK-1452,tarayıcı_internet,4,sayfayı aç aşağı in tabloyu bul satırı kopyala,2,aşağı,,,
CK-1452,tarayıcı_internet,4,sayfayı aç aşağı in tabloyu bul satırı kopyala,3,in,,,
CK-1452,tarayıcı_internet,4,sayfayı aç aşağı in tabloyu bul satırı kopyala,4,tabloyu,,,
CK-1452,tarayıcı_internet,4,sayfayı aç aşağı in tabloyu bul satırı kopyala,5,bul,,,
CK-1452,tarayıcı_internet,4,sayfayı aç aşağı in tabloyu bul satırı kopyala,6,satırı,,,
CK-1452,tarayıcı_internet,4,sayfayı aç aşağı in tabloyu bul satırı kopyala,7,kopyala,,,
CK-1457,ofis_metin_düzenleme,4,excel aç filtreyi aç boşları seç uygula,0,excel,,,
CK-1457,ofis_metin_düzenleme,4,excel aç filtreyi aç boşları seç uygula,1,aç,,,
CK-1457,ofis_metin_düzenleme,4,excel aç filtreyi aç boşları seç uygula,2,filtreyi,,,
CK-1457,ofis_metin_düzenleme,4,excel aç filtreyi aç boşları seç uygula,3,aç,,,
CK-1457,ofis_metin_düzenleme,4,excel aç filtreyi aç boşları seç uygula,4,boşları,,,
CK-1457,ofis_metin_düzenleme,4,excel aç filtreyi aç boşları seç uygula,5,seç,,,
CK-1457,ofis_metin_düzenleme,4,excel aç filtreyi aç boşları seç uygula,6,uygula,,,
CK-1463,temel_bilgisayar,3,klasörü açıp raporu bularak masaüstüne kopyala,0,klasörü,,,
CK-1463,temel_bilgisayar,3,klasörü açıp raporu bularak masaüstüne kopyala,1,açıp,,,
CK-1463,temel_bilgisayar,3,klasörü açıp raporu bularak masaüstüne kopyala,2,raporu,,,
CK-1463,temel_bilgisayar,3,klasörü açıp raporu bularak masaüstüne kopyala,3,bularak,,,
CK-1463,temel_bilgisayar,3,klasörü açıp raporu bularak masaüstüne kopyala,4,masaüstüne,,,
CK-1463,temel_bilgisayar,3,klasörü açıp raporu bularak masaüstüne kopyala,5,kopyala,,,
CK-1472,tarayıcı_internet,3,site menüsünü açarak duyurular bağlantısını bulup tıkla,0,site,,,
CK-1472,tarayıcı_internet,3,site menüsünü açarak duyurular bağlantısını bulup tıkla,1,menüsünü,,,
CK-1472,tarayıcı_internet,3,site menüsünü açarak duyurular bağlantısını bulup tıkla,2,açarak,,,
CK-1472,tarayıcı_internet,3,site menüsünü açarak duyurular bağlantısını bulup tıkla,3,duyurular,,,
CK-1472,tarayıcı_internet,3,site menüsünü açarak duyurular bağlantısını bulup tıkla,4,bağlantısını,,,
CK-1472,tarayıcı_internet,3,site menüsünü açarak duyurular bağlantısını bulup tıkla,5,bulup,,,
CK-1472,tarayıcı_internet,3,site menüsünü açarak duyurular bağlantısını bulup tıkla,6,tıkla,,,
CK-1473,temel_bilgisayar,3,dosyayı seçip keserek yedek klasörüne yapıştır,0,dosyayı,,,
CK-1473,temel_bilgisayar,3,dosyayı seçip keserek yedek klasörüne yapıştır,1,seçip,,,
CK-1473,temel_bilgisayar,3,dosyayı seçip keserek yedek klasörüne yapıştır,2,keserek,,,
CK-1473,temel_bilgisayar,3,dosyayı seçip keserek yedek klasörüne yapıştır,3,yedek,,,
CK-1473,temel_bilgisayar,3,dosyayı seçip keserek yedek klasörüne yapıştır,4,klasörüne,,,
CK-1473,temel_bilgisayar,3,dosyayı seçip keserek yedek klasörüne yapıştır,5,yapıştır,,,
CK-1477,temel_bilgisayar,3,indirilen dosyayı bulup seçerek masaüstüne taşı,0,indirilen,,,
CK-1477,temel_bilgisayar,3,indirilen dosyayı bulup seçerek masaüstüne taşı,1,dosyayı,,,
CK-1477,temel_bilgisayar,3,indirilen dosyayı bulup seçerek masaüstüne taşı,2,bulup,,,
CK-1477,temel_bilgisayar,3,indirilen dosyayı bulup seçerek masaüstüne taşı,3,seçerek,,,
CK-1477,temel_bilgisayar,3,indirilen dosyayı bulup seçerek masaüstüne taşı,4,masaüstüne,,,
CK-1477,temel_bilgisayar,3,indirilen dosyayı bulup seçerek masaüstüne taşı,5,taşı,,,
CK-1481,temel_bilgisayar,2,ya bi şu pencereyi küçült sonra görev çubuğuna dön,0,ya,,,
CK-1481,temel_bilgisayar,2,ya bi şu pencereyi küçült sonra görev çubuğuna dön,1,bi,,,
CK-1481,temel_bilgisayar,2,ya bi şu pencereyi küçült sonra görev çubuğuna dön,2,şu,,,
CK-1481,temel_bilgisayar,2,ya bi şu pencereyi küçült sonra görev çubuğuna dön,3,pencereyi,,,
CK-1481,temel_bilgisayar,2,ya bi şu pencereyi küçült sonra görev çubuğuna dön,4,küçült,,,
CK-1481,temel_bilgisayar,2,ya bi şu pencereyi küçült sonra görev çubuğuna dön,5,sonra,,,
CK-1481,temel_bilgisayar,2,ya bi şu pencereyi küçült sonra görev çubuğuna dön,6,görev,,,
CK-1481,temel_bilgisayar,2,ya bi şu pencereyi küçült sonra görev çubuğuna dön,7,çubuğuna,,,
CK-1481,temel_bilgisayar,2,ya bi şu pencereyi küçült sonra görev çubuğuna dön,8,dön,,,
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,0,erişilebilirlik,,,
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,1,seçeneklerini,,,
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,2,aç,,,
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,3,ardından,,,
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,4,ekran,,,
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,5,okuyucu,,,
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,6,bölümüne,,,
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,7,git,,,
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,8,ve,,,
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,9,anlatıcıyı,,,
CK-1491,temel_bilgisayar,3,erişilebilirlik seçeneklerini aç ardından ekran okuyucu bölümüne git ve anlatıcıyı kapat,10,kapat,,,
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,0,site,,,
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,1,izinlerini,,,
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,2,aç,,,
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,3,ardından,,,
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,4,kamera,,,
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,5,iznini,,,
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,6,bul,,,
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,7,ve,,,
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,8,izni,,,
CK-1492,tarayıcı_internet,3,site izinlerini aç ardından kamera iznini bul ve izni kapat,9,kapat,,,
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,0,çalışma,,,
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,1,sayfasını,,,
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,2,aç,,,
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,3,ardından,,,
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,4,not,,,
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,5,sütununu,,,
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,6,seç,,,
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,7,ve,,,
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,8,açıklama,,,
CK-1493,ofis_metin_düzenleme,3,çalışma sayfasını aç ardından not sütununu seç ve açıklama yaz,9,yaz,,,
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,0,gogıl,,,
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,1,aç,,,
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,2,adres,,,
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,3,alanına,,,
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,4,engelli,,,
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,5,bilgisayar,,,
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,6,kullanımı,,,
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,7,yaz,,,
CK-1502,tarayıcı_internet,3,gogıl aç adres alanına engelli bilgisayar kullanımı yaz ara,8,ara,,,
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,0,eksıl,,,
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,1,dosyasını,,,
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,2,aç,,,
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,3,f,,,
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,4,dokuz,,,
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,5,hücresini,,,
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,6,seç,,,
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,7,değer,,,
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,8,yaz,,,
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,9,entera,,,
CK-1503,ofis_metin_düzenleme,4,eksıl dosyasını aç f dokuz hücresini seç değer yaz entera bas,10,bas,,,
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,0,pavırpoynt,,,
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,1,sunumunu,,,
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,2,aç,,,
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,3,grafik,,,
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,4,slaytını,,,
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,5,bul,,,
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,6,görseli,,,
CK-1504,ofis_metin_düzenleme,3,pavırpoynt sunumunu aç grafik slaytını bul görseli küçült,7,küçült,,,
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,0,tarayıcıda,,,
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,1,bağlantıyı,,,
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,2,yapıştr,,,
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,3,entıra,,,
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,4,bas,,,
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,5,çerez,,,
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,6,uyarısını,,,
CK-1507,tarayıcı_internet,3,tarayıcıda bağlantıyı yapıştr entıra bas çerez uyarısını kapat,7,kapat,,,
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,0,eksıl,,,
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,1,sayfasında,,,
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,2,ortalamayı,,,
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,3,bul,,,
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,4,değeri,,,
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,5,koypala,,,
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,6,rapora,,,
CK-1511,ofis_metin_düzenleme,3,eksıl sayfasında ortalamayı bul değeri koypala rapora yapıştr,7,yapıştr,,,
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,0,dosyya,,,
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,1,aramasına,,,
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,2,sunum,,,
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,3,yaz,,,
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,4,entera,,,
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,5,bas,,,
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,6,sonucu,,,
CK-1515,temel_bilgisayar,3,dosyya aramasına sunum yaz entera bas sonucu aç,7,aç,,,
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,0,kod,,,
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,1,parçasını,,,
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,2,kes,,,
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,3,vazgeç,,,
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,4,kod,,,
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,5,parçasını,,,
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,6,kopyala,,,
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,7,not,,,
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,8,dosyasına,,,
CK-1525,dosya_yazılım_geliştirme,2,kod parçasını kes vazgeç kod parçasını kopyala not dosyasına yapıştır,9,yapıştır,,,
CK-1526,tarayıcı_internet,2,dosyayı indir şey yok dosya konumunu seç dosyayı indir,0,dosyayı,,,
CK-1526,tarayıcı_internet,2,dosyayı indir şey yok dosya konumunu seç dosyayı indir,1,indir,,,
CK-1526,tarayıcı_internet,2,dosyayı indir şey yok dosya konumunu seç dosyayı indir,2,şey,,,
CK-1526,tarayıcı_internet,2,dosyayı indir şey yok dosya konumunu seç dosyayı indir,3,yok,,,
CK-1526,tarayıcı_internet,2,dosyayı indir şey yok dosya konumunu seç dosyayı indir,4,dosya,,,
