id,domain,task_count,raw_command,token_count,token_accuracy,all_tokens_correct,gold_labels,gold_segments,predicted_task_count,predicted_labels,predicted_segments
CH-0085,dosya_yazılım_geliştirme,2,VS Code'da problems sekmesine geç ve ilk hatanın olduğu satıra git,11,1.0,True,SEKME_DEĞİŞTİR ; GİT,SEKME_DEĞİŞTİR:problems sekmesine geç ; GİT:ilk hatanın olduğu satıra git,2,SEKME_DEĞİŞTİR ; GİT,SEKME_DEĞİŞTİR:problems sekmesine geç ; GİT:ilk hatanın olduğu satıra git
CH-0086,dosya_yazılım_geliştirme,2,README dosyasının en altına git ve kurulum notu diye bir başlık ekle,12,0.8333333333333334,False,GİT ; YAZ,GİT:en altına git ; YAZ:kurulum notu diye bir başlık ekle,2,GİT ; YAZ,GİT:README dosyasının en altına git ; YAZ:kurulum notu diye bir başlık ekle
CH-0087,dosya_yazılım_geliştirme,3,terminalde git status yaz enter'a bas sonra değişen dosya adını kopyala,11,0.9090909090909091,False,YAZ ; ENTER ; KOPYALA,YAZ:git status yaz ; ENTER:enter'a bas ; KOPYALA:değişen dosya adını kopyala,3,YAZ ; ENTER ; KOPYALA,YAZ:terminalde git status yaz ; ENTER:enter'a bas ; KOPYALA:değişen dosya adını kopyala
CH-0088,dosya_yazılım_geliştirme,1,Git panelini açmadan terminalden branch adını göster,7,1.0,True,DİĞER,DİĞER:terminalden branch adını göster,1,DİĞER,DİĞER:terminalden branch adını göster
CH-0089,dosya_yazılım_geliştirme,2,config dosyasında timeout satırını bul ve değeri 30 yap,9,1.0,True,BUL ; DEĞİŞTİR,BUL:timeout satırını bul ; DEĞİŞTİR:değeri 30 yap,2,BUL ; DEĞİŞTİR,BUL:timeout satırını bul ; DEĞİŞTİR:değeri 30 yap
CH-0090,dosya_yazılım_geliştirme,3,"terminalde docker ps yaz sonra enter bas, çıkan container adını kopyala",11,0.8181818181818182,False,YAZ ; ENTER ; KOPYALA,"YAZ:docker ps yaz ; ENTER:enter bas, ; KOPYALA:container adını kopyala",3,YAZ ; ENTER ; KOPYALA,"YAZ:terminalde docker ps yaz ; ENTER:enter bas, ; KOPYALA:çıkan container adını kopyala"
CH-0091,dosya_yazılım_geliştirme,2,"VS Code'da env dosyasını aç, token satırını seçmeden sadece örnek satırı kopyala",12,1.0,True,AÇ ; KOPYALA,"AÇ:env dosyasını aç, ; KOPYALA:örnek satırı kopyala",2,AÇ ; KOPYALA,"AÇ:env dosyasını aç, ; KOPYALA:örnek satırı kopyala"
CH-0092,dosya_yazılım_geliştirme,1,"terminalde git add nokta yazma, sadece git diff komutunu çalıştır",10,0.9,False,DİĞER,DİĞER:git diff komutunu çalıştır,2,GİT ; DİĞER,GİT:git ; DİĞER:diff komutunu çalıştır
CH-0093,dosya_yazılım_geliştirme,2,build klasörünü silmeden release klasörü oluştur ve çıktı dosyasını oraya taşı,11,1.0,True,YENİ_OLUŞTUR ; TAŞI,YENİ_OLUŞTUR:release klasörü oluştur ; TAŞI:çıktı dosyasını oraya taşı,2,YENİ_OLUŞTUR ; TAŞI,YENİ_OLUŞTUR:release klasörü oluştur ; TAŞI:çıktı dosyasını oraya taşı
CH-0094,dosya_yazılım_geliştirme,2,VS Code'da routes klasöründe yeni api dosyası oluştur adını user_routes yap,11,0.9090909090909091,False,YENİ_OLUŞTUR ; YENİDEN_ADLANDIR,YENİ_OLUŞTUR:yeni api dosyası oluştur ; YENİDEN_ADLANDIR:user_routes yap,2,YENİ_OLUŞTUR ; YENİDEN_ADLANDIR,YENİ_OLUŞTUR:yeni api dosyası oluştur ; YENİDEN_ADLANDIR:adını user_routes yap
CH-0095,dosya_yazılım_geliştirme,2,"şey yanlış dosyadasın, main dosyasına geç ve import satırını bul",10,1.0,True,GEÇ ; BUL,GEÇ:main dosyasına geç ; BUL:import satırını bul,2,GEÇ ; BUL,GEÇ:main dosyasına geç ; BUL:import satırını bul
CH-0096,dosya_yazılım_geliştirme,3,"terminalde komut satırına pip install yaz, bir boşluk bırak, paket adını yapıştır",12,0.8333333333333334,False,YAZ ; BOŞLUK ; YAPIŞTIR,"YAZ:pip install yaz, ; BOŞLUK:bir boşluk bırak, ; YAPIŞTIR:paket adını yapıştır",3,YAZ ; BOŞLUK ; YAPIŞTIR,"YAZ:komut satırına pip install yaz, ; BOŞLUK:bir boşluk bırak, ; YAPIŞTIR:paket adını yapıştır"
CH-0097,dosya_yazılım_geliştirme,2,"geçici cache dosyasını sil, sonra test komutunu yeniden çalıştır",9,1.0,True,SİL ; YİNELE,"SİL:geçici cache dosyasını sil, ; YİNELE:test komutunu yeniden çalıştır",2,SİL ; YİNELE,"SİL:geçici cache dosyasını sil, ; YİNELE:test komutunu yeniden çalıştır"
CH-0098,dosya_yazılım_geliştirme,3,"VS Code'da search panelinde TODO ara, ilk sonucu aç, satıra yorum ekle",12,1.0,True,ARA ; AÇ ; YAZ,"ARA:TODO ara, ; AÇ:ilk sonucu aç, ; YAZ:satıra yorum ekle",3,ARA ; AÇ ; YAZ,"ARA:TODO ara, ; AÇ:ilk sonucu aç, ; YAZ:satıra yorum ekle"
CH-0099,dosya_yazılım_geliştirme,3,"repo klasöründe docs oluştur, README kopyasını içine koy, adını kullanım yap",11,0.9090909090909091,False,YENİ_OLUŞTUR ; KOPYALA ; YENİDEN_ADLANDIR,"YENİ_OLUŞTUR:docs oluştur, ; KOPYALA:README kopyasını içine koy, ; YENİDEN_ADLANDIR:kullanım yap",3,YENİ_OLUŞTUR ; KOPYALA ; YENİDEN_ADLANDIR,"YENİ_OLUŞTUR:docs oluştur, ; KOPYALA:README kopyasını içine koy, ; YENİDEN_ADLANDIR:adını kullanım yap"
CH-0100,dosya_yazılım_geliştirme,2,"yanlış branch'e geçme, mevcut branch adını göster ve sonucu kopyala",10,1.0,True,DİĞER ; KOPYALA,DİĞER:mevcut branch adını göster ; KOPYALA:sonucu kopyala,2,DİĞER ; KOPYALA,DİĞER:mevcut branch adını göster ; KOPYALA:sonucu kopyala
