model,id,domain,task_count,raw_command,token_index,token,gold_boundary,pred_boundary,gold_task,pred_task,boundary_correct,task_correct,both_correct,normalized
Gemini,CK-1679,ofis_metin_düzenleme,3,denklem satırını bulup seçerek yeni formül yaz,1,satırını,I-TASK,I-TASK,BUL,BUL,True,True,True,False
Gemini,CK-1679,ofis_metin_düzenleme,3,denklem satırını bulup seçerek yeni formül yaz,2,bulup,I-TASK,I-TASK,BUL,BUL,True,True,True,False
Gemini,CK-1679,ofis_metin_düzenleme,3,denklem satırını bulup seçerek yeni formül yaz,3,seçerek,B-TASK,B-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1679,ofis_metin_düzenleme,3,denklem satırını bulup seçerek yeni formül yaz,4,yeni,B-TASK,B-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1679,ofis_metin_düzenleme,3,denklem satırını bulup seçerek yeni formül yaz,5,formül,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1679,ofis_metin_düzenleme,3,denklem satırını bulup seçerek yeni formül yaz,6,yaz,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1703,ofis_metin_düzenleme,3,eksıl grafikte eksen yazısını seç küçült kaydetti,0,eksıl,B-TASK,B-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1703,ofis_metin_düzenleme,3,eksıl grafikte eksen yazısını seç küçült kaydetti,1,grafikte,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1703,ofis_metin_düzenleme,3,eksıl grafikte eksen yazısını seç küçült kaydetti,2,eksen,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1703,ofis_metin_düzenleme,3,eksıl grafikte eksen yazısını seç küçült kaydetti,3,yazısını,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1703,ofis_metin_düzenleme,3,eksıl grafikte eksen yazısını seç küçült kaydetti,4,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1703,ofis_metin_düzenleme,3,eksıl grafikte eksen yazısını seç küçült kaydetti,5,küçült,B-TASK,B-TASK,KÜÇÜLT,KÜÇÜLT,True,True,True,False
Gemini,CK-1703,ofis_metin_düzenleme,3,eksıl grafikte eksen yazısını seç küçült kaydetti,6,kaydetti,B-TASK,B-TASK,KAYDET,KAYDET,True,True,True,False
Gemini,CK-1713,dosya_yazılım_geliştirme,2,temrinal çıktısında warning ara satırı koypala,0,temrinal,B-TASK,B-TASK,ARA,ARA,True,True,True,False
Gemini,CK-1713,dosya_yazılım_geliştirme,2,temrinal çıktısında warning ara satırı koypala,1,çıktısında,I-TASK,I-TASK,ARA,ARA,True,True,True,False
Gemini,CK-1713,dosya_yazılım_geliştirme,2,temrinal çıktısında warning ara satırı koypala,2,warning,I-TASK,I-TASK,ARA,ARA,True,True,True,False
Gemini,CK-1713,dosya_yazılım_geliştirme,2,temrinal çıktısında warning ara satırı koypala,3,ara,I-TASK,I-TASK,ARA,ARA,True,True,True,False
Gemini,CK-1713,dosya_yazılım_geliştirme,2,temrinal çıktısında warning ara satırı koypala,4,satırı,B-TASK,B-TASK,KOPYALA,KOPYALA,True,True,True,False
Gemini,CK-1713,dosya_yazılım_geliştirme,2,temrinal çıktısında warning ara satırı koypala,5,koypala,I-TASK,I-TASK,KOPYALA,KOPYALA,True,True,True,False
Gemini,CK-1714,ofis_metin_düzenleme,3,pavırpoyntta alt bilgi alanını seç tarihi yaz kaydetti,0,pavırpoyntta,B-TASK,O,SEÇ,O,False,False,False,False
Gemini,CK-1714,ofis_metin_düzenleme,3,pavırpoyntta alt bilgi alanını seç tarihi yaz kaydetti,1,alt,I-TASK,B-TASK,SEÇ,SEÇ,False,True,False,False
Gemini,CK-1714,ofis_metin_düzenleme,3,pavırpoyntta alt bilgi alanını seç tarihi yaz kaydetti,2,bilgi,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1714,ofis_metin_düzenleme,3,pavırpoyntta alt bilgi alanını seç tarihi yaz kaydetti,3,alanını,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1714,ofis_metin_düzenleme,3,pavırpoyntta alt bilgi alanını seç tarihi yaz kaydetti,4,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1714,ofis_metin_düzenleme,3,pavırpoyntta alt bilgi alanını seç tarihi yaz kaydetti,5,tarihi,B-TASK,B-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1714,ofis_metin_düzenleme,3,pavırpoyntta alt bilgi alanını seç tarihi yaz kaydetti,6,yaz,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1714,ofis_metin_düzenleme,3,pavırpoyntta alt bilgi alanını seç tarihi yaz kaydetti,7,kaydetti,B-TASK,B-TASK,KAYDET,KAYDET,True,True,True,False
Gemini,CK-1719,tarayıcı_internet,2,gogıl drive arşiv klasörüne git zip dosyasını indir,0,gogıl,B-TASK,B-TASK,GEÇ,GİT,True,False,False,False
Gemini,CK-1719,tarayıcı_internet,2,gogıl drive arşiv klasörüne git zip dosyasını indir,1,drive,I-TASK,I-TASK,GEÇ,GİT,True,False,False,False
Gemini,CK-1719,tarayıcı_internet,2,gogıl drive arşiv klasörüne git zip dosyasını indir,2,arşiv,I-TASK,I-TASK,GEÇ,GİT,True,False,False,False
Gemini,CK-1719,tarayıcı_internet,2,gogıl drive arşiv klasörüne git zip dosyasını indir,3,klasörüne,I-TASK,I-TASK,GEÇ,GİT,True,False,False,False
Gemini,CK-1719,tarayıcı_internet,2,gogıl drive arşiv klasörüne git zip dosyasını indir,4,git,I-TASK,I-TASK,GEÇ,GİT,True,False,False,False
Gemini,CK-1719,tarayıcı_internet,2,gogıl drive arşiv klasörüne git zip dosyasını indir,5,zip,B-TASK,B-TASK,İNDİR,İNDİR,True,True,True,False
Gemini,CK-1719,tarayıcı_internet,2,gogıl drive arşiv klasörüne git zip dosyasını indir,6,dosyasını,I-TASK,I-TASK,İNDİR,İNDİR,True,True,True,False
Gemini,CK-1719,tarayıcı_internet,2,gogıl drive arşiv klasörüne git zip dosyasını indir,7,indir,I-TASK,I-TASK,İNDİR,İNDİR,True,True,True,False
Gemini,CK-1723,ofis_metin_düzenleme,2,yorumları kabul etme vazgeç yorumlar panelini aç ilk yorumu seç,0,yorumları,O,O,O,O,True,True,True,False
Gemini,CK-1723,ofis_metin_düzenleme,2,yorumları kabul etme vazgeç yorumlar panelini aç ilk yorumu seç,1,kabul,O,O,O,O,True,True,True,False
Gemini,CK-1723,ofis_metin_düzenleme,2,yorumları kabul etme vazgeç yorumlar panelini aç ilk yorumu seç,2,etme,O,O,O,O,True,True,True,False
Gemini,CK-1723,ofis_metin_düzenleme,2,yorumları kabul etme vazgeç yorumlar panelini aç ilk yorumu seç,3,vazgeç,O,O,O,O,True,True,True,False
Gemini,CK-1723,ofis_metin_düzenleme,2,yorumları kabul etme vazgeç yorumlar panelini aç ilk yorumu seç,4,yorumlar,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1723,ofis_metin_düzenleme,2,yorumları kabul etme vazgeç yorumlar panelini aç ilk yorumu seç,5,panelini,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1723,ofis_metin_düzenleme,2,yorumları kabul etme vazgeç yorumlar panelini aç ilk yorumu seç,6,aç,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1723,ofis_metin_düzenleme,2,yorumları kabul etme vazgeç yorumlar panelini aç ilk yorumu seç,7,ilk,B-TASK,B-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1723,ofis_metin_düzenleme,2,yorumları kabul etme vazgeç yorumlar panelini aç ilk yorumu seç,8,yorumu,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1723,ofis_metin_düzenleme,2,yorumları kabul etme vazgeç yorumlar panelini aç ilk yorumu seç,9,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1730,tarayıcı_internet,2,reklam engelini kapatma hayır site ayarını aç istisnayı sil,0,reklam,O,O,O,O,True,True,True,False
Gemini,CK-1730,tarayıcı_internet,2,reklam engelini kapatma hayır site ayarını aç istisnayı sil,1,engelini,O,O,O,O,True,True,True,False
Gemini,CK-1730,tarayıcı_internet,2,reklam engelini kapatma hayır site ayarını aç istisnayı sil,2,kapatma,O,O,O,O,True,True,True,False
Gemini,CK-1730,tarayıcı_internet,2,reklam engelini kapatma hayır site ayarını aç istisnayı sil,3,hayır,O,O,O,O,True,True,True,False
Gemini,CK-1730,tarayıcı_internet,2,reklam engelini kapatma hayır site ayarını aç istisnayı sil,4,site,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1730,tarayıcı_internet,2,reklam engelini kapatma hayır site ayarını aç istisnayı sil,5,ayarını,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1730,tarayıcı_internet,2,reklam engelini kapatma hayır site ayarını aç istisnayı sil,6,aç,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1730,tarayıcı_internet,2,reklam engelini kapatma hayır site ayarını aç istisnayı sil,7,istisnayı,B-TASK,B-TASK,SİL,SİL,True,True,True,False
Gemini,CK-1730,tarayıcı_internet,2,reklam engelini kapatma hayır site ayarını aç istisnayı sil,8,sil,I-TASK,I-TASK,SİL,SİL,True,True,True,False
Gemini,CK-1731,ofis_metin_düzenleme,2,tablo filtresini sıfırlama yok filtre okunu aç boşları seç,0,tablo,O,O,O,O,True,True,True,False
Gemini,CK-1731,ofis_metin_düzenleme,2,tablo filtresini sıfırlama yok filtre okunu aç boşları seç,1,filtresini,O,O,O,O,True,True,True,False
Gemini,CK-1731,ofis_metin_düzenleme,2,tablo filtresini sıfırlama yok filtre okunu aç boşları seç,2,sıfırlama,O,O,O,O,True,True,True,False
Gemini,CK-1731,ofis_metin_düzenleme,2,tablo filtresini sıfırlama yok filtre okunu aç boşları seç,3,yok,O,O,O,O,True,True,True,False
Gemini,CK-1731,ofis_metin_düzenleme,2,tablo filtresini sıfırlama yok filtre okunu aç boşları seç,4,filtre,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1731,ofis_metin_düzenleme,2,tablo filtresini sıfırlama yok filtre okunu aç boşları seç,5,okunu,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1731,ofis_metin_düzenleme,2,tablo filtresini sıfırlama yok filtre okunu aç boşları seç,6,aç,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1731,ofis_metin_düzenleme,2,tablo filtresini sıfırlama yok filtre okunu aç boşları seç,7,boşları,B-TASK,B-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1731,ofis_metin_düzenleme,2,tablo filtresini sıfırlama yok filtre okunu aç boşları seç,8,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1743,ofis_metin_düzenleme,3,yorum sekmesini aç çözülen yorumu bul yeniden aç,0,yorum,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1743,ofis_metin_düzenleme,3,yorum sekmesini aç çözülen yorumu bul yeniden aç,1,sekmesini,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1743,ofis_metin_düzenleme,3,yorum sekmesini aç çözülen yorumu bul yeniden aç,2,aç,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1743,ofis_metin_düzenleme,3,yorum sekmesini aç çözülen yorumu bul yeniden aç,3,çözülen,B-TASK,B-TASK,BUL,BUL,True,True,True,False
Gemini,CK-1743,ofis_metin_düzenleme,3,yorum sekmesini aç çözülen yorumu bul yeniden aç,4,yorumu,I-TASK,I-TASK,BUL,BUL,True,True,True,False
Gemini,CK-1743,ofis_metin_düzenleme,3,yorum sekmesini aç çözülen yorumu bul yeniden aç,5,bul,I-TASK,I-TASK,BUL,BUL,True,True,True,False
Gemini,CK-1743,ofis_metin_düzenleme,3,yorum sekmesini aç çözülen yorumu bul yeniden aç,6,yeniden,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1743,ofis_metin_düzenleme,3,yorum sekmesini aç çözülen yorumu bul yeniden aç,7,aç,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1744,dosya_yazılım_geliştirme,3,değişkenler panelini aç hata satırını seç değeri kopyala,0,değişkenler,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1744,dosya_yazılım_geliştirme,3,değişkenler panelini aç hata satırını seç değeri kopyala,1,panelini,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1744,dosya_yazılım_geliştirme,3,değişkenler panelini aç hata satırını seç değeri kopyala,2,aç,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1744,dosya_yazılım_geliştirme,3,değişkenler panelini aç hata satırını seç değeri kopyala,3,hata,B-TASK,B-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1744,dosya_yazılım_geliştirme,3,değişkenler panelini aç hata satırını seç değeri kopyala,4,satırını,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1744,dosya_yazılım_geliştirme,3,değişkenler panelini aç hata satırını seç değeri kopyala,5,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1744,dosya_yazılım_geliştirme,3,değişkenler panelini aç hata satırını seç değeri kopyala,6,değeri,B-TASK,B-TASK,KOPYALA,KOPYALA,True,True,True,False
Gemini,CK-1744,dosya_yazılım_geliştirme,3,değişkenler panelini aç hata satırını seç değeri kopyala,7,kopyala,I-TASK,I-TASK,KOPYALA,KOPYALA,True,True,True,False
Gemini,CK-1765,temel_bilgisayar,3,paylaşım penceresini açıp alıcıyı yazarak gönder,0,paylaşım,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1765,temel_bilgisayar,3,paylaşım penceresini açıp alıcıyı yazarak gönder,1,penceresini,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1765,temel_bilgisayar,3,paylaşım penceresini açıp alıcıyı yazarak gönder,2,açıp,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1765,temel_bilgisayar,3,paylaşım penceresini açıp alıcıyı yazarak gönder,3,alıcıyı,B-TASK,B-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1765,temel_bilgisayar,3,paylaşım penceresini açıp alıcıyı yazarak gönder,4,yazarak,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1765,temel_bilgisayar,3,paylaşım penceresini açıp alıcıyı yazarak gönder,5,gönder,B-TASK,B-TASK,GÖNDER,GÖNDER,True,True,True,False
Gemini,CK-1766,tarayıcı_internet,3,arama sayfasına gidip sekmeleri kaydırarak haber sonucunu aç,0,arama,B-TASK,B-TASK,GEÇ,GİT,True,False,False,False
Gemini,CK-1766,tarayıcı_internet,3,arama sayfasına gidip sekmeleri kaydırarak haber sonucunu aç,1,sayfasına,I-TASK,I-TASK,GEÇ,GİT,True,False,False,False
Gemini,CK-1766,tarayıcı_internet,3,arama sayfasına gidip sekmeleri kaydırarak haber sonucunu aç,2,gidip,I-TASK,I-TASK,GEÇ,GİT,True,False,False,False
Gemini,CK-1766,tarayıcı_internet,3,arama sayfasına gidip sekmeleri kaydırarak haber sonucunu aç,3,sekmeleri,B-TASK,B-TASK,KAYDIR,KAYDIR,True,True,True,False
Gemini,CK-1766,tarayıcı_internet,3,arama sayfasına gidip sekmeleri kaydırarak haber sonucunu aç,4,kaydırarak,I-TASK,I-TASK,KAYDIR,KAYDIR,True,True,True,False
Gemini,CK-1766,tarayıcı_internet,3,arama sayfasına gidip sekmeleri kaydırarak haber sonucunu aç,5,haber,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1766,tarayıcı_internet,3,arama sayfasına gidip sekmeleri kaydırarak haber sonucunu aç,6,sonucunu,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1766,tarayıcı_internet,3,arama sayfasına gidip sekmeleri kaydırarak haber sonucunu aç,7,aç,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1773,temel_bilgisayar,3,klavye ayarını açıp yineleme gecikmesini artırarak kaydet,0,klavye,B-TASK,B-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1773,temel_bilgisayar,3,klavye ayarını açıp yineleme gecikmesini artırarak kaydet,1,ayarını,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1773,temel_bilgisayar,3,klavye ayarını açıp yineleme gecikmesini artırarak kaydet,2,açıp,I-TASK,I-TASK,AÇ,AÇ,True,True,True,False
Gemini,CK-1773,temel_bilgisayar,3,klavye ayarını açıp yineleme gecikmesini artırarak kaydet,3,yineleme,B-TASK,B-TASK,ARTIR,ARTIR,True,True,True,False
Gemini,CK-1773,temel_bilgisayar,3,klavye ayarını açıp yineleme gecikmesini artırarak kaydet,4,gecikmesini,I-TASK,I-TASK,ARTIR,ARTIR,True,True,True,False
Gemini,CK-1773,temel_bilgisayar,3,klavye ayarını açıp yineleme gecikmesini artırarak kaydet,5,artırarak,I-TASK,I-TASK,ARTIR,ARTIR,True,True,True,False
Gemini,CK-1773,temel_bilgisayar,3,klavye ayarını açıp yineleme gecikmesini artırarak kaydet,6,kaydet,B-TASK,B-TASK,KAYDET,KAYDET,True,True,True,False
Gemini,CK-1827,tarayıcı_internet,2,dosyayı indirme önce hedef klasörü seç sonra indir,0,dosyayı,O,O,O,O,True,True,True,False
Gemini,CK-1827,tarayıcı_internet,2,dosyayı indirme önce hedef klasörü seç sonra indir,1,indirme,O,O,O,O,True,True,True,False
Gemini,CK-1827,tarayıcı_internet,2,dosyayı indirme önce hedef klasörü seç sonra indir,2,önce,O,O,O,O,True,True,True,False
Gemini,CK-1827,tarayıcı_internet,2,dosyayı indirme önce hedef klasörü seç sonra indir,3,hedef,B-TASK,B-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1827,tarayıcı_internet,2,dosyayı indirme önce hedef klasörü seç sonra indir,4,klasörü,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1827,tarayıcı_internet,2,dosyayı indirme önce hedef klasörü seç sonra indir,5,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1827,tarayıcı_internet,2,dosyayı indirme önce hedef klasörü seç sonra indir,6,sonra,O,O,O,O,True,True,True,False
Gemini,CK-1827,tarayıcı_internet,2,dosyayı indirme önce hedef klasörü seç sonra indir,7,indir,B-TASK,B-TASK,İNDİR,İNDİR,True,True,True,False
Gemini,CK-1844,temel_bilgisayar,2,şuradaki cihazı seç bağlantıyı kes,0,şuradaki,B-TASK,B-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1844,temel_bilgisayar,2,şuradaki cihazı seç bağlantıyı kes,1,cihazı,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1844,temel_bilgisayar,2,şuradaki cihazı seç bağlantıyı kes,2,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1844,temel_bilgisayar,2,şuradaki cihazı seç bağlantıyı kes,3,bağlantıyı,B-TASK,B-TASK,KES,KAPAT,True,False,False,False
Gemini,CK-1844,temel_bilgisayar,2,şuradaki cihazı seç bağlantıyı kes,4,kes,I-TASK,I-TASK,KES,KAPAT,True,False,False,False
Gemini,CK-1848,temel_bilgisayar,2,şu arşivi seç masaüstüne çıkar,0,şu,B-TASK,B-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1848,temel_bilgisayar,2,şu arşivi seç masaüstüne çıkar,1,arşivi,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1848,temel_bilgisayar,2,şu arşivi seç masaüstüne çıkar,2,seç,I-TASK,I-TASK,SEÇ,SEÇ,True,True,True,False
Gemini,CK-1848,temel_bilgisayar,2,şu arşivi seç masaüstüne çıkar,3,masaüstüne,B-TASK,B-TASK,DİĞER,DİĞER,True,True,True,False
Gemini,CK-1848,temel_bilgisayar,2,şu arşivi seç masaüstüne çıkar,4,çıkar,I-TASK,I-TASK,DİĞER,DİĞER,True,True,True,False
Gemini,CK-1860,ofis_metin_düzenleme,2,rapor başlığına engelsiz bilgisayar kullanımı için multimodal komut sistemi yaz kaydet,0,rapor,B-TASK,B-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1860,ofis_metin_düzenleme,2,rapor başlığına engelsiz bilgisayar kullanımı için multimodal komut sistemi yaz kaydet,1,başlığına,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1860,ofis_metin_düzenleme,2,rapor başlığına engelsiz bilgisayar kullanımı için multimodal komut sistemi yaz kaydet,2,engelsiz,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1860,ofis_metin_düzenleme,2,rapor başlığına engelsiz bilgisayar kullanımı için multimodal komut sistemi yaz kaydet,3,bilgisayar,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1860,ofis_metin_düzenleme,2,rapor başlığına engelsiz bilgisayar kullanımı için multimodal komut sistemi yaz kaydet,4,kullanımı,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1860,ofis_metin_düzenleme,2,rapor başlığına engelsiz bilgisayar kullanımı için multimodal komut sistemi yaz kaydet,5,için,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1860,ofis_metin_düzenleme,2,rapor başlığına engelsiz bilgisayar kullanımı için multimodal komut sistemi yaz kaydet,6,multimodal,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1860,ofis_metin_düzenleme,2,rapor başlığına engelsiz bilgisayar kullanımı için multimodal komut sistemi yaz kaydet,7,komut,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1860,ofis_metin_düzenleme,2,rapor başlığına engelsiz bilgisayar kullanımı için multimodal komut sistemi yaz kaydet,8,sistemi,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1860,ofis_metin_düzenleme,2,rapor başlığına engelsiz bilgisayar kullanımı için multimodal komut sistemi yaz kaydet,9,yaz,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1860,ofis_metin_düzenleme,2,rapor başlığına engelsiz bilgisayar kullanımı için multimodal komut sistemi yaz kaydet,10,kaydet,B-TASK,B-TASK,KAYDET,KAYDET,True,True,True,False
Gemini,CK-1862,dosya_yazılım_geliştirme,2,terminalde echo erişilebilir komut arayüzü testi yaz enter bas,0,terminalde,B-TASK,B-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1862,dosya_yazılım_geliştirme,2,terminalde echo erişilebilir komut arayüzü testi yaz enter bas,1,echo,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1862,dosya_yazılım_geliştirme,2,terminalde echo erişilebilir komut arayüzü testi yaz enter bas,2,erişilebilir,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1862,dosya_yazılım_geliştirme,2,terminalde echo erişilebilir komut arayüzü testi yaz enter bas,3,komut,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1862,dosya_yazılım_geliştirme,2,terminalde echo erişilebilir komut arayüzü testi yaz enter bas,4,arayüzü,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1862,dosya_yazılım_geliştirme,2,terminalde echo erişilebilir komut arayüzü testi yaz enter bas,5,testi,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1862,dosya_yazılım_geliştirme,2,terminalde echo erişilebilir komut arayüzü testi yaz enter bas,6,yaz,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1862,dosya_yazılım_geliştirme,2,terminalde echo erişilebilir komut arayüzü testi yaz enter bas,7,enter,B-TASK,B-TASK,ENTER,ENTER,True,True,True,False
Gemini,CK-1862,dosya_yazılım_geliştirme,2,terminalde echo erişilebilir komut arayüzü testi yaz enter bas,8,bas,I-TASK,I-TASK,ENTER,ENTER,True,True,True,False
Gemini,CK-1867,temel_bilgisayar,2,dosya adına erişilebilirlik deneyi sürüm iki yaz kaydet,0,dosya,B-TASK,B-TASK,YENİDEN_ADLANDIR,YAZ,True,False,False,False
Gemini,CK-1867,temel_bilgisayar,2,dosya adına erişilebilirlik deneyi sürüm iki yaz kaydet,1,adına,I-TASK,I-TASK,YENİDEN_ADLANDIR,YAZ,True,False,False,False
Gemini,CK-1867,temel_bilgisayar,2,dosya adına erişilebilirlik deneyi sürüm iki yaz kaydet,2,erişilebilirlik,I-TASK,I-TASK,YENİDEN_ADLANDIR,YAZ,True,False,False,False
Gemini,CK-1867,temel_bilgisayar,2,dosya adına erişilebilirlik deneyi sürüm iki yaz kaydet,3,deneyi,I-TASK,I-TASK,YENİDEN_ADLANDIR,YAZ,True,False,False,False
Gemini,CK-1867,temel_bilgisayar,2,dosya adına erişilebilirlik deneyi sürüm iki yaz kaydet,4,sürüm,I-TASK,I-TASK,YENİDEN_ADLANDIR,YAZ,True,False,False,False
Gemini,CK-1867,temel_bilgisayar,2,dosya adına erişilebilirlik deneyi sürüm iki yaz kaydet,5,iki,I-TASK,I-TASK,YENİDEN_ADLANDIR,YAZ,True,False,False,False
Gemini,CK-1867,temel_bilgisayar,2,dosya adına erişilebilirlik deneyi sürüm iki yaz kaydet,6,yaz,B-TASK,I-TASK,KAYDET,YAZ,False,False,False,False
Gemini,CK-1867,temel_bilgisayar,2,dosya adına erişilebilirlik deneyi sürüm iki yaz kaydet,7,kaydet,O,B-TASK,O,KAYDET,False,False,False,False
Gemini,CK-1869,ofis_metin_düzenleme,2,başlık alanına eller serbest bilgisayar etkileşimi pilot çalışması yaz kaydet,0,başlık,B-TASK,B-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1869,ofis_metin_düzenleme,2,başlık alanına eller serbest bilgisayar etkileşimi pilot çalışması yaz kaydet,1,alanına,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1869,ofis_metin_düzenleme,2,başlık alanına eller serbest bilgisayar etkileşimi pilot çalışması yaz kaydet,2,eller,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1869,ofis_metin_düzenleme,2,başlık alanına eller serbest bilgisayar etkileşimi pilot çalışması yaz kaydet,3,serbest,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1869,ofis_metin_düzenleme,2,başlık alanına eller serbest bilgisayar etkileşimi pilot çalışması yaz kaydet,4,bilgisayar,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1869,ofis_metin_düzenleme,2,başlık alanına eller serbest bilgisayar etkileşimi pilot çalışması yaz kaydet,5,etkileşimi,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1869,ofis_metin_düzenleme,2,başlık alanına eller serbest bilgisayar etkileşimi pilot çalışması yaz kaydet,6,pilot,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
Gemini,CK-1869,ofis_metin_düzenleme,2,başlık alanına eller serbest bilgisayar etkileşimi pilot çalışması yaz kaydet,7,çalışması,I-TASK,I-TASK,YAZ,YAZ,True,True,True,False
